#{"t_start": 1757362850.5705216, "env_id": "None"}
r,l,t
-208.486116,84,8.916947
-208.486116,84,13.863347
500.394156,2,14.123234
-201.691852,84,19.142743
-203.219298,84,24.291539
364.150963,57,27.666323
-203.087676,84,32.558089
-205.937676,84,37.479946
356.828027,60,41.048918
-205.948546,84,45.943023
-208.475247,84,50.912537
-205.937676,84,55.845519
349.319473,64,59.675478
339.373765,67,63.660591
-205.964298,84,68.613762
500.175238,1,68.805273
-208.486116,84,73.79492
411.641468,38,76.124595
-205.948546,84,81.104508
-205.948546,84,86.05664
314.740279,78,90.660573
341.483887,66,94.585251
-205.961673,84,99.517281
-205.948546,84,104.511202
431.652887,30,106.404493
-205.636116,84,111.463896
-200.248546,84,116.508742
-208.49268,84,121.517553
-203.098546,84,126.558436
-205.948546,84,131.593846
304.347683,81,136.462172
-205.948546,84,141.561033
-205.937676,84,146.625366
395.938352,47,149.543411
-208.475247,84,154.581483
307.276077,82,159.542747
451.718042,22,160.995736
-205.937676,84,166.06081
-208.486116,84,171.186531
417.404253,38,173.58312
391.536269,46,176.454681
-205.955109,84,181.552147
-203.098546,84,186.639029
-205.948546,84,191.736295
-199.149976,84,196.830144
-203.087676,84,201.937909
-208.475247,84,207.036411
363.311475,59,210.658238
-208.475247,84,215.748663
-200.248546,84,220.84241
329.040965,71,225.180613
-203.211422,84,230.288591
421.511641,34,232.441017
421.705647,34,234.572541
-205.937676,84,239.663523
-208.486116,84,244.735977
-200.237676,84,249.814067
-199.136849,84,255.087116
466.994613,17,256.224651
336.970547,69,260.486614
-203.098546,84,265.569122
351.42826,66,269.654287
417.245823,37,271.975559
-203.087676,84,277.061619
-205.950803,84,282.130996
359.335315,60,285.813902
500.168854,1,286.01415
412.068071,39,288.510704
353.810509,65,292.561378
431.797297,31,294.497794
353.999509,65,298.463435
-195.884662,84,303.67695
419.309426,35,305.918344
-205.948546,84,311.094972
-203.098546,84,316.215426
299.00375,83,321.388892
379.737541,52,324.795849
391.973697,47,327.830169
461.925061,19,329.243526
-203.098546,84,334.492554
444.133158,26,336.251879
452.126879,23,337.90389
-198.817856,84,343.208789
-201.702421,84,348.388914
452.341219,24,350.106493
374.343665,54,353.533374
-201.702421,84,358.731422
451.543267,22,360.212089
-201.670113,84,365.473723
427.189893,34,367.705007
308.185537,82,372.788462
500.31577,1,372.99507
