time_s,timesteps,episode_steps,total_minutes,total_cost_gbp,success,stranded,soc_final,remaining_km,charge_events,termination_reason,violations_repeat,violations_overlimit,violations_cooldown
1757362859,84,84,12.250111856823267,0.2717391304347826,0,0,0.2872102192124613,5.241,1,time_limit,0,0,0
1757362864,168,84,12.250111856823267,0.2717391304347826,0,0,0.22184461541682918,18.204,1,time_limit,0,0,0
1757362864,170,2,20.0,0.0,1,0,0.333026555828417,0.0,0,success,0,0,0
1757362869,254,84,41.3755033557047,0.5434782608695652,0,0,0.17760914638740283,3.116973333333334,2,time_limit,0,0,0
1757362874,338,84,29.900357941834454,0.2717391304347826,0,0,0.2911437080206542,1.6079733333333335,1,time_limit,0,0,0
1757362878,395,57,23.000223713646534,0.2717391304347826,1,0,0.1482070348934808,0.0,1,success,0,0,0
1757362883,479,84,23.000223713646534,0.26086956521739124,0,0,0.24550658811714032,3.5829733333333333,1,time_limit,0,0,0
1757362888,563,84,13.000223713646534,0.26086956521739124,0,0,0.1670365927603773,1.79064,1,time_limit,0,0,0
1757362891,623,60,23.000223713646534,0.26086956521739124,1,0,0.22102317506678867,0.0,1,success,0,0,0
1757362896,707,84,13.000223713646534,0.2717391304347826,0,0,0.3584648624638038,5.75364,1,time_limit,0,0,0
1757362901,791,84,12.250111856823267,0.26086956521739124,0,0,0.32926581204124306,16.613,1,time_limit,0,0,0
1757362906,875,84,13.000223713646534,0.26086956521739124,0,0,0.22097861752225256,8.54964,1,time_limit,0,0,0
1757362910,939,64,33.000223713646534,0.26086956521739124,1,0,0.2266721507718136,0.0,1,success,0,0,0
1757362914,1006,67,23.000223713646534,0.26086956521739124,1,0,0.3278365708620937,0.0,1,success,0,0,0
1757362919,1090,84,13.900357941834454,0.2717391304347826,0,0,0.15959940807439413,1.89564,1,time_limit,0,0,0
1757362919,1091,1,16.0,0.0,1,0,0.12010218466065337,0.0,0,success,0,0,0
1757362924,1175,84,12.250111856823267,0.2717391304347826,0,0,0.3122228629776296,6.97,1,time_limit,0,0,0
1757362926,1213,38,28.7503355704698,0.26086956521739124,1,0,0.3066247968155397,0.0,1,success,0,0,0
1757362931,1297,84,13.000223713646534,0.2717391304347826,0,0,0.19945542141206626,1.43764,1,time_limit,0,0,0
1757362936,1381,84,13.000223713646534,0.2717391304347826,0,0,0.19523833943431243,8.71064,1,time_limit,0,0,0
1757362941,1459,78,33.000223713646534,0.2717391304347826,1,0,0.16224313670264856,0.0,1,success,0,0,0
1757362945,1525,66,23.000223713646534,0.2717391304347826,1,0,0.23676233365359292,0.0,1,success,0,0,0
1757362950,1609,84,13.750335570469801,0.2717391304347826,0,0,0.3775108931483982,8.34964,1,time_limit,0,0,0
1757362955,1693,84,13.000223713646534,0.2717391304347826,0,0,0.22881043810161636,7.801640000000001,1,time_limit,0,0,0
1757362957,1723,30,23.000223713646534,0.26086956521739124,1,0,0.3071027442787277,0.0,1,success,0,0,0
1757362962,1807,84,22.250111856823267,0.2717391304347826,0,0,0.2661300471205179,0.5473333333333343,1,time_limit,0,0,0
1757362967,1891,84,33.000223713646534,0.2717391304347826,0,0,0.15752850667199217,0.33630666666666703,1,time_limit,0,0,0
1757362972,1975,84,12.6251677852349,0.2717391304347826,0,0,0.1697605292342351,3.154,1,time_limit,0,0,0
1757362977,2059,84,23.000223713646534,0.2717391304347826,0,0,0.3087347508428889,5.325973333333334,1,time_limit,0,0,0
1757362982,2143,84,13.000223713646534,0.2717391304347826,0,0,0.270127531143443,2.4706400000000004,1,time_limit,0,0,0
1757362987,2224,81,23.000223713646534,0.26086956521739124,1,0,0.2870178500630712,0.0,1,success,0,0,0
1757362992,2308,84,13.000223713646534,0.2717391304347826,0,0,0.287773696647378,9.82664,1,time_limit,0,0,0
1757362997,2392,84,13.000223713646534,0.26086956521739124,0,0,0.31381868732896434,3.44564,1,time_limit,0,0,0
1757363000,2439,47,57.5006711409396,0.5434782608695652,1,0,0.14469670501023923,0.0,2,success,0,0,0
1757363005,2523,84,12.250111856823267,0.26086956521739124,0,0,0.21962931736664457,6.179,1,time_limit,0,0,0
1757363010,2605,82,43.000223713646534,0.2717391304347826,1,0,0.23645595145533296,0.0,1,success,0,0,0
1757363011,2627,22,28.7503355704698,0.2717391304347826,1,0,0.1738860333574802,0.0,1,success,0,0,0
1757363016,2711,84,13.000223713646534,0.26086956521739124,0,0,0.20273093597498468,7.56764,1,time_limit,0,0,0
1757363021,2795,84,12.250111856823267,0.2717391304347826,0,0,0.16106574269605922,3.775,1,time_limit,0,0,0
1757363024,2833,38,43.000223713646534,0.26086956521739124,1,0,0.2066416751611326,0.0,1,success,0,0,0
1757363027,2879,46,28.375279642058167,0.26086956521739124,1,0,0.3279139878588927,0.0,1,success,0,0,0
1757363032,2963,84,13.375279642058167,0.2717391304347826,0,0,0.30688420138654776,5.67664,1,time_limit,0,0,0
1757363037,3047,84,23.000223713646534,0.2717391304347826,0,0,0.28380286232903845,10.100973333333334,1,time_limit,0,0,0
1757363042,3131,84,13.000223713646534,0.2717391304347826,0,0,0.20463767210331543,6.41964,1,time_limit,0,0,0
1757363047,3215,84,42.5006711409396,0.5326086956521738,0,0,0.27753038669431895,3.4286133333333346,2,time_limit,0,0,0
1757363052,3299,84,23.000223713646534,0.26086956521739124,0,0,0.15482035278763082,7.063973333333333,1,time_limit,0,0,0
1757363057,3383,84,12.250111856823267,0.26086956521739124,0,0,0.19306200042305924,19.086,1,time_limit,0,0,0
1757363061,3442,59,43.80071588366891,0.5326086956521738,1,0,0.33366137141653984,0.0,2,success,0,0,0
