time_s,timesteps,episode_steps,total_minutes,total_cost_gbp,success,stranded,soc_final,remaining_km,charge_events,termination_reason,violations_repeat,violations_overlimit,violations_cooldown
1757104223,50,50,44.500223713646534,0.26086956521739124,1,0,0.17938311195528037,0.0,1,success,0,0,0
1757104224,73,23,65.12561521252798,0.5326086956521738,1,0,0.1498917707752026,0.0,2,success,0,0,0
1757104226,96,23,34.500223713646534,0.26086956521739124,1,0,0.31454538178860925,0.0,1,success,0,0,0
1757104228,135,39,34.500223713646534,0.26086956521739124,1,0,0.12158127841575507,0.0,1,success,0,0,0
1757104230,162,27,69.00044742729307,0.5326086956521738,1,0,0.17851475626856864,0.0,2,success,0,0,0
1757104231,173,11,34.500223713646534,0.26086956521739124,1,0,0.30741815430969877,0.0,1,success,0,0,0
1757104233,212,39,46.350648769574946,0.5326086956521738,1,0,0.23108091426042396,0.0,2,success,0,0,0
1757104234,230,18,59.00044742729307,0.5434782608695652,1,0,0.17481872062761858,0.0,2,success,0,0,0
1757104235,240,10,24.875279642058167,0.26086956521739124,1,0,0.1350061826165803,0.0,1,success,0,0,0
1757104236,252,12,34.500223713646534,0.2717391304347826,1,0,0.1341669358059881,0.0,1,success,0,0,0
1757104237,271,19,34.500223713646534,0.26086956521739124,1,0,0.13775159310448828,0.0,1,success,0,0,0
1757104238,292,21,34.500223713646534,0.2717391304347826,1,0,0.29597028613654036,0.0,1,success,0,0,0
1757104239,303,11,24.500223713646534,0.26086956521739124,1,0,0.1489495023763367,0.0,1,success,0,0,0
1757104240,325,22,24.500223713646534,0.26086956521739124,1,0,0.3115537204465761,0.0,1,success,0,0,0
1757104242,342,17,34.500223713646534,0.2717391304347826,1,0,0.3257940825211505,0.0,1,success,0,0,0
1757104243,362,20,24.500223713646534,0.26086956521739124,1,0,0.24935484585577006,0.0,1,success,0,0,0
1757104244,378,16,60.5006711409396,0.5217391304347825,1,0,0.17140241597263678,0.0,2,success,0,0,0
1757104245,394,16,34.500223713646534,0.26086956521739124,1,0,0.2418271447463787,0.0,1,success,0,0,0
1757104247,426,32,34.500223713646534,0.26086956521739124,1,0,0.2740798235029779,0.0,1,success,0,0,0
1757104249,451,25,34.500223713646534,0.26086956521739124,1,0,0.12465691923713891,0.0,1,success,0,0,0
1757104250,478,27,59.00044742729307,0.5434782608695652,1,0,0.17040115897878533,0.0,2,success,0,0,0
1757104254,536,58,79.00044742729307,0.5326086956521738,1,0,0.25770472308798387,0.0,2,success,0,0,0
1757104255,556,20,34.500223713646534,0.2717391304347826,1,0,0.14359731050689412,0.0,1,success,0,0,0
1757104257,583,27,62.80071588366891,0.5326086956521738,1,0,0.15150552533225,0.0,2,success,0,0,0
1757104257,590,7,24.500223713646534,0.26086956521739124,1,0,0.3423689654768548,0.0,1,success,0,0,0
1757104258,591,1,10.0,0.0,1,0,0.29132495497670247,0.0,0,success,0,0,0
1757104259,611,20,34.500223713646534,0.26086956521739124,1,0,0.13891902420145455,0.0,1,success,0,0,0
1757104262,664,53,82.75055928411633,0.7934782608695651,0,0,0.27638289690731294,0.9816133333333337,3,overlimit,0,1,0
1757104264,692,28,79.00044742729307,0.5326086956521738,1,0,0.1866562033131141,0.0,2,success,0,0,0
1757104267,740,48,60.5006711409396,0.5326086956521738,1,0,0.22771084505119615,0.0,2,success,0,0,0
1757104268,750,10,44.500223713646534,0.26086956521739124,1,0,0.15479128862379277,0.0,1,success,0,0,0
1757104270,783,33,59.00044742729307,0.5326086956521738,1,0,0.10438651098269744,0.0,2,success,0,0,0
1757104272,816,33,69.00044742729307,0.5326086956521738,1,0,0.09896016233161928,0.0,2,success,0,0,0
1757104273,831,15,44.500223713646534,0.21739130434782605,1,0,0.11147464071766189,0.0,1,success,0,0,0
1757104274,856,25,34.500223713646534,0.26086956521739124,1,0,0.14994970255897389,0.0,1,success,0,0,0
1757104275,870,14,24.500223713646534,0.26086956521739124,1,0,0.16654055144187413,0.0,1,success,0,0,0
1757104276,878,8,24.500223713646534,0.2717391304347826,1,0,0.23383206028301395,0.0,1,success,0,0,0
1757104277,896,18,34.500223713646534,0.26086956521739124,1,0,0.13795292346275445,0.0,1,success,0,0,0
1757104279,931,35,34.500223713646534,0.26086956521739124,1,0,0.23558825458210864,0.0,1,success,0,0,0
1757104280,947,16,62.80071588366891,0.5326086956521738,1,0,0.13919534430860553,0.0,2,success,0,0,0
1757104281,959,12,34.500223713646534,0.2717391304347826,1,0,0.2299749456191926,0.0,1,success,0,0,0
1757104282,979,20,46.80071588366891,0.5434782608695652,1,0,0.15056801804676442,0.0,2,success,0,0,0
1757104284,997,18,24.500223713646534,0.26086956521739124,1,0,0.3295079201223925,0.0,1,success,0,0,0
1757104285,1015,18,34.500223713646534,0.2717391304347826,1,0,0.13329903346789748,0.0,1,success,0,0,0
1757104287,1055,40,59.3755033557047,0.5326086956521738,1,0,0.22676142400281135,0.0,2,success,0,0,0
1757104290,1099,44,77.00089485458614,0.8043478260869564,0,0,0.2082554671341095,1.0039466666666677,3,overlimit,0,1,0
1757104291,1112,13,44.500223713646534,0.2717391304347826,1,0,0.14965544934577224,0.0,1,success,0,0,0
1757104292,1136,24,34.500223713646534,0.2717391304347826,1,0,0.1712152550382468,0.0,1,success,0,0,0
1757104294,1168,32,34.500223713646534,0.26086956521739124,1,0,0.11110478732469733,0.0,1,success,0,0,0
1757104295,1169,1,16.0,0.0,1,0,0.14462925489606435,0.0,0,success,0,0,0
1757104298,1223,54,69.00044742729307,0.5326086956521738,1,0,0.1401723924144684,0.0,2,success,0,0,0
1757104300,1258,35,24.500223713646534,0.26086956521739124,1,0,0.2148654735035832,0.0,1,success,0,0,0
1757104302,1289,31,34.500223713646534,0.2717391304347826,1,0,0.11590235346953205,0.0,1,success,0,0,0
1757104304,1318,29,64.50022371364653,0.2717391304347826,1,0,0.08631464408990455,0.0,1,success,0,0,0
1757104305,1341,23,34.500223713646534,0.2717391304347826,1,0,0.2702491562738019,0.0,1,success,0,0,0
1757104307,1368,27,44.500223713646534,0.2717391304347826,1,0,0.25255191735416144,0.0,1,success,0,0,0
1757104307,1373,5,34.500223713646534,0.2717391304347826,1,0,0.20363587318417872,0.0,1,success,0,0,0
