#{"t_start": 1756745020.2257838, "env_id": "None"}
r,l,t
56.360248,5,26.605616
55.951317,10,26.681737
58.383878,12,26.759386
56.757594,9,26.844558
59.868837,9,26.923885
50.0,2,26.991183
59.694777,6,27.067713
60.412999,12,27.154214
55.774768,5,27.234046
66.22133,12,27.312564
56.431726,9,27.399668
84.078868,16,27.481348
53.717144,5,27.557358
54.26868,3,27.629733
59.645325,9,27.697588
52.224043,6,27.768335
62.934866,9,27.861016
68.340842,17,27.954242
49.5,1,28.019434
52.037853,6,28.093615
69.20906,13,28.174947
65.473956,12,28.253545
53.802585,4,28.323234
58.347939,7,28.406534
51.360265,2,28.477976
56.446307,5,28.554203
55.37656,8,28.623465
54.896422,7,28.699272
71.120184,17,28.795563
52.712252,5,28.886707
64.012309,15,28.970136
64.274373,18,29.059228
51.731455,5,29.130237
58.841539,11,29.204616
65.690821,10,29.277936
55.866394,6,29.346473
57.945286,7,29.425858
51.836977,4,29.510158
61.082373,10,29.599611
55.508162,9,29.67029
55.041186,6,29.746224
48.5,3,29.815985
56.956522,6,29.89267
60.99427,13,29.971176
59.702388,10,30.047104
52.936331,9,30.127137
71.989192,14,30.2134
54.166399,5,30.281608
52.872491,4,30.354202
50.0,2,30.420645
51.903064,4,30.487833
54.246047,6,30.558372
57.182581,8,30.668888
52.407632,6,30.755548
73.988209,15,30.839642
51.737483,5,30.920169
70.118577,15,31.001734
56.503692,7,31.080459
60.120142,11,31.160913
50.0,2,31.228423
66.580296,13,31.304653
49.5,1,31.369007
57.289855,6,31.437392
63.01215,10,31.507734
62.757246,11,31.580309
54.870051,9,31.6515
67.66613,12,31.727052
52.556879,7,31.800407
51.365154,5,31.867312
52.163373,3,31.934622
55.498533,6,32.006774
62.388271,8,32.075812
54.290179,6,32.148625
50.345347,2,32.214945
50.0,1,32.283201
54.874966,8,32.363765
49.5,1,32.426319
51.624989,4,32.507749
55.51991,10,32.579632
64.548182,10,32.65611
70.323181,16,32.730244
50.0,2,32.793761
50.634958,2,32.857541
49.993372,3,32.922543
58.181007,7,32.991576
53.108291,6,33.059135
53.755665,5,33.128397
64.3227,14,33.206881
72.224459,16,33.291392
57.493253,4,33.360138
79.565217,20,33.440789
50.0,3,33.507358
65.99214,12,33.583163
52.422527,3,33.646809
50.486407,3,33.716566
54.541186,7,33.786738
49.5,1,33.851694
51.944266,5,33.91893
58.713858,13,33.99
53.094145,8,34.057937
65.535161,16,34.235387
52.937483,5,34.310384
55.07105,5,34.379899
57.225991,8,34.449638
55.157985,6,34.516217
58.772473,6,34.582529
63.558528,10,34.652211
67.306983,12,34.723454
61.238471,13,34.799594
49.5,1,34.863078
51.065876,5,34.9349
69.276713,16,35.010853
49.0,2,35.074613
51.926064,4,35.141258
65.99214,10,35.213255
57.246677,6,35.279677
61.05816,12,35.35151
48.5,3,35.415733
55.106703,7,35.486291
49.868915,3,35.55223
51.71043,5,35.621029
65.043478,11,35.696327
50.0,1,35.762143
49.5,1,35.825289
69.338921,12,35.897541
50.432577,3,35.98993
50.540225,10,36.081346
54.249978,6,36.160007
51.084739,6,36.235757
51.989723,3,36.305044
80.28722,18,36.384093
73.934033,17,36.474678
51.617065,3,36.545228
50.593146,6,36.617355
70.87798,11,36.708835
49.5,1,36.782115
50.0,2,36.850374
51.359118,3,36.940762
49.5,1,37.022345
51.220612,3,37.097888
50.979161,3,37.172406
49.682357,3,37.254719
50.598209,3,37.342208
52.886894,3,37.438633
50.822545,2,37.510821
72.765217,20,37.600563
51.12335,4,37.671857
51.41327,3,37.73931
61.425819,11,37.812767
62.326856,17,37.887227
58.782788,7,37.956223
49.929559,3,38.022287
59.565217,8,38.090289
50.0,2,38.155627
58.423977,7,38.229196
65.241996,14,38.305768
53.112246,10,38.378579
52.676614,5,38.447127
49.505613,5,38.516029
58.426976,16,38.591257
54.287338,7,38.667472
64.417763,12,38.753228
73.612651,24,38.843921
69.338921,13,38.928862
62.393895,11,38.999374
56.143974,8,39.068927
77.561077,16,39.14694
56.257659,7,39.21482
51.949075,4,39.280445
57.112128,5,39.349201
52.231455,4,39.414471
71.708255,18,39.490804
52.120083,2,39.557586
55.435008,8,39.629945
