brand_name,model,release_year,curve_index,soc_percent,charging_power_kW
BMW,xdrive30,2022,4,100.0,11.0
BMW,xdrive30,2023,0,0.0,64.7
BMW,xdrive30,2023,1,30.0,64.7
BMW,xdrive30,2023,2,60.0,45.29
BMW,xdrive30,2023,3,80.0,25.88
BMW,xdrive30,2023,4,100.0,11.0
BMW,xdrive40,2021,0,0.0,71.0
BMW,xdrive40,2021,1,20.0,71.0
BMW,xdrive40,2021,2,40.0,57.0
BMW,xdrive40,2021,3,60.0,43.0
BMW,xdrive40,2021,4,80.0,28.0
BMW,xdrive40,2021,5,100.0,11.0
BMW,xdrive40 sedan,2024,0,0.0,81.2
BMW,xdrive40 sedan,2024,1,30.0,81.2
BMW,xdrive40 sedan,2024,2,60.0,56.84
BMW,xdrive40 sedan,2024,3,80.0,32.48
BMW,xdrive40 sedan,2024,4,100.0,11.0
BMW,xdrive50,2021,0,0.0,105.2
BMW,xdrive50,2021,1,20.0,105.2
BMW,xdrive50,2021,2,40.0,84.0
BMW,xdrive50,2021,3,60.0,63.0
BMW,xdrive50,2021,4,80.0,42.0
BMW,xdrive50,2021,5,100.0,11.0
BMW,xdrive60,2022,0,0.0,101.7
BMW,xdrive60,2022,1,30.0,101.7
BMW,xdrive60,2022,2,60.0,71.19
BMW,xdrive60,2022,3,80.0,40.68
BMW,xdrive60,2022,4,100.0,11.0
BYD,3,2022,0,0.0,60.5
BYD,3,2022,1,30.0,60.5
BYD,3,2022,2,60.0,42.35
BYD,3,2022,3,80.0,24.2
BYD,3,2022,4,100.0,11.0
BYD,44,2023,0,0.0,44.9
BYD,44,2023,1,50.0,44.9
BYD,44,2023,2,80.0,26.94
BYD,44,2023,3,100.0,7.4
BYD,60,2023,0,0.0,60.5
BYD,60,2023,1,30.0,60.5
BYD,60,2023,2,60.0,42.35
BYD,60,2023,3,80.0,24.2
BYD,60,2023,4,100.0,11.0
BYD,82,2023,0,0.0,82.5
BYD,82,2023,1,40.0,82.5
BYD,82,2023,2,70.0,66.0
BYD,82,2023,3,90.0,33.0
BYD,82,2023,4,100.0,11.0
BYD,ATTO 3,2022,0,0.0,89.0
BYD,ATTO 3,2022,1,50.0,89.0
BYD,ATTO 3,2022,2,80.0,53.4
BYD,ATTO 3,2022,3,100.0,26.7
BYD,DOLPHIN,2023,0,0.0,60.0
BYD,DOLPHIN,2023,1,50.0,60.0
BYD,DOLPHIN,2023,2,80.0,36.0
BYD,DOLPHIN,2023,3,100.0,18.0
BYD,Dolphin,2023,0,0.0,83.6
BYD,Dolphin,2023,1,75.0,88.0
BYD,Dolphin,2023,2,100.0,11.0
BYD,HAN,2023,0,0.0,85.4
BYD,HAN,2023,1,20.0,85.4
BYD,HAN,2023,2,40.0,68.0
BYD,HAN,2023,3,60.0,51.0
BYD,HAN,2023,4,80.0,34.0
BYD,HAN,2023,5,100.0,11.0
BYD,SEAL,2024,0,0.0,115.0
BYD,SEAL,2024,1,50.0,115.0
BYD,SEAL,2024,2,80.0,57.5
BYD,SEAL,2024,3,100.0,23.0
BYD,SEAL,2025,0,0.0,110.0
BYD,SEAL,2025,1,50.0,110.0
BYD,SEAL,2025,2,80.0,55.0
BYD,SEAL,2025,3,100.0,22.0
BYD,SEAL U 87 kWh Design,2024,0,0.0,87.0
BYD,SEAL U 87 kWh Design,2024,1,30.0,87.0
BYD,SEAL U 87 kWh Design,2024,2,60.0,60.9
BYD,SEAL U 87 kWh Design,2024,3,80.0,34.8
BYD,SEAL U 87 kWh Design,2024,4,100.0,11.0
BYD,Seal,2023,0,0.0,142.5
BYD,Seal,2023,1,75.0,150.0
BYD,Seal,2023,2,100.0,11.0
BYD,TANG,2022,0,0.0,86.4
BYD,TANG,2022,1,40.0,86.4
BYD,TANG,2022,2,70.0,69.12
BYD,TANG,2022,3,90.0,34.56
BYD,TANG,2022,4,100.0,7.4
BYD,flagship,2024,0,0.0,108.8
BYD,flagship,2024,1,40.0,108.8
BYD,flagship,2024,2,70.0,87.04
BYD,flagship,2024,3,90.0,43.52
BYD,flagship,2024,4,100.0,11.0
BYD,u 71.,2024,0,0.0,71.8
BYD,u 71.,2024,1,30.0,71.8
BYD,u 71.,2024,2,60.0,50.26
BYD,u 71.,2024,3,80.0,28.72
BYD,u 71.,2024,4,100.0,11.0
CUPRA,150kw-,2021,0,0.0,58.0
CUPRA,150kw-,2021,1,50.0,58.0
CUPRA,150kw-,2021,2,80.0,34.8
CUPRA,150kw-,2021,3,100.0,11.0
CUPRA,170kw-,2022,0,0.0,58.0
CUPRA,170kw-,2022,1,50.0,58.0
CUPRA,170kw-,2022,2,80.0,34.8
CUPRA,170kw-,2022,3,100.0,11.0
CUPRA,170kw-,2022,4,100.0,11.0
CUPRA,Born,2021,0,0.0,95.0
CUPRA,Born,2021,1,75.0,100.0
CUPRA,Born,2021,2,100.0,7.2
CUPRA,Born,2021,3,80.0,50.0
CUPRA,Born,2021,4,100.0,25.0
CUPRA,Born,2022,0,0.0,100.0
CUPRA,Born,2022,1,30.0,100.0
CUPRA,Born,2022,2,70.0,50.0
CUPRA,Born,2022,3,80.0,50.0
CUPRA,Born,2022,4,100.0,25.0
CUPRA,Born 150 kW - 58 kWh,2021,0,0.0,124.0
CUPRA,Born 150 kW - 58 kWh,2021,1,50.0,124.0
CUPRA,Born 150 kW - 58 kWh,2021,2,80.0,62.0
CUPRA,Born 150 kW - 58 kWh,2021,3,100.0,24.8
CUPRA,Born 170 kW - 58 kWh,2022,0,0.0,124.0
CUPRA,Born 170 kW - 58 kWh,2022,1,50.0,124.0
CUPRA,Born 170 kW - 58 kWh,2022,2,80.0,62.0
CUPRA,Born 170 kW - 58 kWh,2022,3,100.0,24.8
CUPRA,Born 170 kW - 59 kWh,2024,0,0.0,165.0
CUPRA,Born 170 kW - 59 kWh,2024,1,50.0,165.0
CUPRA,Born 170 kW - 59 kWh,2024,2,80.0,82.5
CUPRA,Born 170 kW - 59 kWh,2024,3,100.0,33.0
CUPRA,Born 170 kW - 77 kWh,2024,0,0.0,175.0
CUPRA,Born 170 kW - 77 kWh,2024,1,50.0,175.0
CUPRA,Born 170 kW - 77 kWh,2024,2,80.0,105.0
CUPRA,Born 170 kW - 77 kWh,2024,3,100.0,52.5
CUPRA,Born VZ,2024,0,0.0,185.0
CUPRA,Born VZ,2024,1,50.0,185.0
CUPRA,Born VZ,2024,2,80.0,111.0
CUPRA,Born VZ,2024,3,100.0,55.5
CUPRA,Tavascan,2024,0,0.0,128.3
CUPRA,Tavascan,2024,1,75.0,135.0
CUPRA,Tavascan,2024,2,100.0,11.0
CUPRA,Tavascan VZ,2024,0,0.0,77.0
CUPRA,Tavascan VZ,2024,1,30.0,77.0
CUPRA,Tavascan VZ,2024,2,60.0,53.9
CUPRA,Tavascan VZ,2024,3,80.0,30.8
CUPRA,Tavascan VZ,2024,4,100.0,11.0
CUPRA,endurance,2024,0,0.0,77.0
CUPRA,endurance,2024,1,30.0,77.0
CUPRA,endurance,2024,2,60.0,53.9
CUPRA,endurance,2024,3,80.0,30.8
CUPRA,endurance,2024,4,100.0,11.0
Cadillac,Lyriq 600 E4,2024,0,0.0,190.0
Cadillac,Lyriq 600 E4,2024,1,50.0,190.0
Cadillac,Lyriq 600 E4,2024,2,80.0,114.0
Cadillac,Lyriq 600 E4,2024,3,100.0,57.0
Carver,S+,2020,0,0.0,150.0
Carver,S+,2020,1,20.0,150.0
Carver,S+,2020,2,40.0,120.0
Carver,S+,2020,3,60.0,90.0
Carver,S+,2020,4,80.0,60.0
Carver,S+,2020,5,100.0,11.0
Chevrolet,Bolt,2017,0,0.0,55.0
Chevrolet,Bolt,2017,1,56.0,38.0
Chevrolet,Bolt,2017,2,68.0,24.0
Chevrolet,Bolt,2017,3,85.0,16.0
Chevrolet,Bolt,2017,4,100.0,7.0
Chevrolet,Bolt,2020,0,0.0,55.0
Chevrolet,Bolt,2020,1,56.0,38.0
Chevrolet,Bolt,2020,2,68.0,24.0
Chevrolet,Bolt,2020,3,85.0,16.0
Chevrolet,Bolt,2020,4,100.0,7.0
Chevrolet,Spark EV,2013,0,0.0,47.5
Chevrolet,Spark EV,2013,1,75.0,50.0
Chevrolet,Spark EV,2013,2,100.0,3.3
Chevrolet,Spark EV,2015,0,0.0,47.5
Chevrolet,Spark EV,2015,1,75.0,50.0
Chevrolet,Spark EV,2015,2,100.0,3.3
Citroën,54kwh,2023,0,0.0,50.8
Citroën,54kwh,2023,1,50.0,50.8
Citroën,54kwh,2023,2,80.0,30.48
Citroën,54kwh,2023,3,100.0,11.0
Citroën,C-Zero,2011,0,0.0,100.0
Citroën,C-Zero,2011,1,50.0,100.0
Citroën,C-Zero,2011,2,80.0,60.0
Citroën,C-Zero,2011,3,100.0,11.0
Citroën,C-Zero,2016,0,0.0,100.0
Citroën,C-Zero,2016,1,50.0,100.0
Citroën,C-Zero,2016,2,80.0,60.0
Citroën,C-Zero,2016,3,100.0,11.0
Citroën,E-Berlingo,2017,0,0.0,20.5
Citroën,E-Berlingo,2017,1,70.0,20.5
Citroën,E-Berlingo,2017,2,80.0,14.35
Citroën,E-Berlingo,2017,3,100.0,20.5
Citroën,E-Berlingo Multispace,2017,0,0.0,40.0
Citroën,E-Berlingo Multispace,2017,1,50.0,40.0
Citroën,E-Berlingo Multispace,2017,2,80.0,24.0
Citroën,E-Berlingo Multispace,2017,3,100.0,12.0
Citroën,combi m,2020,0,0.0,46.3
Citroën,combi m,2020,1,20.0,46.3
Citroën,combi m,2020,2,40.0,37.0
Citroën,combi m,2020,3,60.0,28.0
Citroën,combi m,2020,4,80.0,19.0
Citroën,combi m,2020,5,100.0,11.0
Citroën,combi xl,2020,0,0.0,46.3
Citroën,combi xl,2020,1,20.0,46.3
Citroën,combi xl,2020,2,40.0,37.0
Citroën,combi xl,2020,3,60.0,28.0
Citroën,combi xl,2020,4,80.0,19.0
Citroën,combi xl,2020,5,100.0,11.0
Citroën,combi xs,2020,0,0.0,46.3
Citroën,combi xs,2020,1,20.0,46.3
Citroën,combi xs,2020,2,40.0,37.0
Citroën,combi xs,2020,3,60.0,28.0
Citroën,combi xs,2020,4,80.0,19.0
Citroën,combi xs,2020,5,100.0,11.0
Citroën,e-Berlingo M 50 kWh,2024,0,0.0,150.0
Citroën,e-Berlingo M 50 kWh,2024,1,20.0,150.0
Citroën,e-Berlingo M 50 kWh,2024,2,40.0,120.0
Citroën,e-Berlingo M 50 kWh,2024,3,60.0,90.0
Citroën,e-Berlingo M 50 kWh,2024,4,80.0,60.0
Citroën,e-Berlingo M 50 kWh,2024,5,100.0,11.0
Citroën,e-Berlingo XL 50 kWh,2024,0,0.0,150.0
Citroën,e-Berlingo XL 50 kWh,2024,1,20.0,150.0
Citroën,e-Berlingo XL 50 kWh,2024,2,40.0,120.0
Citroën,e-Berlingo XL 50 kWh,2024,3,60.0,90.0
Citroën,e-Berlingo XL 50 kWh,2024,4,80.0,60.0
Citroën,e-Berlingo XL 50 kWh,2024,5,100.0,11.0
Citroën,e-C3,2024,0,0.0,44.0
Citroën,e-C3,2024,1,50.0,44.0
Citroën,e-C3,2024,2,80.0,26.4
Citroën,e-C3,2024,3,100.0,7.4
Citroën,e-C3 Aircross,2024,0,0.0,100.0
Citroën,e-C3 Aircross,2024,1,50.0,100.0
Citroën,e-C3 Aircross,2024,2,80.0,50.0
Citroën,e-C3 Aircross,2024,3,100.0,20.0
Citroën,e-C4,2021,0,0.0,101.0
Citroën,e-C4,2021,1,20.0,101.0
Citroën,e-C4,2021,2,40.0,81.0
Citroën,e-C4,2021,3,60.0,61.0
Citroën,e-C4,2021,4,80.0,40.0
Citroën,e-C4,2021,5,100.0,11.0
Citroën,e-C4,2024,0,0.0,100.0
Citroën,e-C4,2024,1,50.0,100.0
Citroën,e-C4,2024,2,80.0,60.0
Citroën,e-C4,2024,3,100.0,30.0
Citroën,e-C4 54 kWh,2024,0,0.0,100.0
Citroën,e-C4 54 kWh,2024,1,50.0,100.0
Citroën,e-C4 54 kWh,2024,2,80.0,60.0
Citroën,e-C4 54 kWh,2024,3,100.0,30.0
Citroën,e-C4 X,2024,0,0.0,100.0
Citroën,e-C4 X,2024,1,50.0,100.0
Citroën,e-C4 X,2024,2,80.0,60.0
Citroën,e-C4 X,2024,3,100.0,30.0
Citroën,e-C4 X 54 kWh,2024,0,0.0,100.0
Citroën,e-C4 X 54 kWh,2024,1,50.0,100.0
Citroën,e-C4 X 54 kWh,2024,2,80.0,60.0
Citroën,e-C4 X 54 kWh,2024,3,100.0,30.0
Citroën,e-Jumpy Combi M 50 kWh,2020,0,0.0,150.0
Citroën,e-Jumpy Combi M 50 kWh,2020,1,20.0,150.0
Citroën,e-Jumpy Combi M 50 kWh,2020,2,40.0,120.0
Citroën,e-Jumpy Combi M 50 kWh,2020,3,60.0,90.0
Citroën,e-Jumpy Combi M 50 kWh,2020,4,80.0,60.0
Citroën,e-Jumpy Combi M 50 kWh,2020,5,100.0,11.0
Citroën,e-Jumpy Combi M 75 kWh,2020,0,0.0,100.0
Citroën,e-Jumpy Combi M 75 kWh,2020,1,50.0,100.0
Citroën,e-Jumpy Combi M 75 kWh,2020,2,80.0,60.0
Citroën,e-Jumpy Combi M 75 kWh,2020,3,100.0,30.0
Citroën,e-Jumpy Combi XL 50 kWh,2020,0,0.0,101.0
Citroën,e-Jumpy Combi XL 50 kWh,2020,1,20.0,101.0
Citroën,e-Jumpy Combi XL 50 kWh,2020,2,40.0,81.0
Citroën,e-Jumpy Combi XL 50 kWh,2020,3,60.0,61.0
Citroën,e-Jumpy Combi XL 50 kWh,2020,4,80.0,40.0
Citroën,e-Jumpy Combi XL 50 kWh,2020,5,100.0,11.0
Citroën,e-Jumpy Combi XL 75 kWh,2020,0,0.0,100.0
Citroën,e-Jumpy Combi XL 75 kWh,2020,1,50.0,100.0
Citroën,e-Jumpy Combi XL 75 kWh,2020,2,80.0,60.0
Citroën,e-Jumpy Combi XL 75 kWh,2020,3,100.0,30.0
Citroën,e-Jumpy Combi XS 50 kWh,2020,0,0.0,101.0
Citroën,e-Jumpy Combi XS 50 kWh,2020,1,20.0,101.0
Citroën,e-Jumpy Combi XS 50 kWh,2020,2,40.0,81.0
Citroën,e-Jumpy Combi XS 50 kWh,2020,3,60.0,61.0
Citroën,e-Jumpy Combi XS 50 kWh,2020,4,80.0,40.0
Citroën,e-Jumpy Combi XS 50 kWh,2020,5,100.0,11.0
Citroën,e-SpaceTourer M 50 kWh,2024,0,0.0,150.0
Citroën,e-SpaceTourer M 50 kWh,2024,1,20.0,150.0
Citroën,e-SpaceTourer M 50 kWh,2024,2,40.0,120.0
Citroën,e-SpaceTourer M 50 kWh,2024,3,60.0,90.0
Citroën,e-SpaceTourer M 50 kWh,2024,4,80.0,60.0
Citroën,e-SpaceTourer M 50 kWh,2024,5,100.0,11.0
Citroën,e-SpaceTourer M 75 kWh,2024,0,0.0,150.0
Citroën,e-SpaceTourer M 75 kWh,2024,1,20.0,150.0
Citroën,e-SpaceTourer M 75 kWh,2024,2,40.0,120.0
Citroën,e-SpaceTourer M 75 kWh,2024,3,60.0,90.0
Citroën,e-SpaceTourer M 75 kWh,2024,4,80.0,60.0
Citroën,e-SpaceTourer M 75 kWh,2024,5,100.0,11.0
Citroën,e-SpaceTourer XL 50 kWh,2024,0,0.0,101.0
Citroën,e-SpaceTourer XL 50 kWh,2024,1,20.0,101.0
Citroën,e-SpaceTourer XL 50 kWh,2024,2,40.0,81.0
Citroën,e-SpaceTourer XL 50 kWh,2024,3,60.0,61.0
Citroën,e-SpaceTourer XL 50 kWh,2024,4,80.0,40.0
Citroën,e-SpaceTourer XL 50 kWh,2024,5,100.0,11.0
Citroën,e-SpaceTourer XL 75 kWh,2024,0,0.0,150.0
Citroën,e-SpaceTourer XL 75 kWh,2024,1,20.0,150.0
Citroën,e-SpaceTourer XL 75 kWh,2024,2,40.0,120.0
Citroën,e-SpaceTourer XL 75 kWh,2024,3,60.0,90.0
Citroën,e-SpaceTourer XL 75 kWh,2024,4,80.0,60.0
Citroën,e-SpaceTourer XL 75 kWh,2024,5,100.0,11.0
Citroën,e-SpaceTourer XS 50 kWh,2020,0,0.0,101.0
Citroën,e-SpaceTourer XS 50 kWh,2020,1,20.0,101.0
Citroën,e-SpaceTourer XS 50 kWh,2020,2,40.0,81.0
Citroën,e-SpaceTourer XS 50 kWh,2020,3,60.0,61.0
Citroën,e-SpaceTourer XS 50 kWh,2020,4,80.0,40.0
Citroën,e-SpaceTourer XS 50 kWh,2020,5,100.0,11.0
Citroën,m,2021,0,0.0,68.0
Citroën,m,2021,1,20.0,68.0
Citroën,m,2021,2,40.0,54.0
Citroën,m,2021,3,60.0,41.0
Citroën,m,2021,4,80.0,27.0
Citroën,m,2021,5,100.0,11.0
Citroën,x,2022,0,0.0,46.3
Citroën,x,2022,1,50.0,46.3
Citroën,x,2022,2,80.0,27.78
Citroën,x,2022,3,100.0,7.4
Citroën,x,2023,0,0.0,50.8
Citroën,x,2023,1,50.0,50.8
Citroën,x,2023,2,80.0,30.48
Citroën,x,2023,3,100.0,11.0
Citroën,xl,2020,0,0.0,46.3
Citroën,xl,2020,1,20.0,46.3
Citroën,xl,2020,2,40.0,37.0
Citroën,xl,2020,3,60.0,28.0
Citroën,xl,2020,4,80.0,19.0
Citroën,xl,2020,5,100.0,11.0
Citroën,xl,2021,0,0.0,68.0
Citroën,xl,2021,1,20.0,68.0
Citroën,xl,2021,2,40.0,54.0
Citroën,xl,2021,3,60.0,41.0
Citroën,xl,2021,4,80.0,27.0
Citroën,xl,2021,5,100.0,11.0
Citroën,xs,2020,0,0.0,46.3
Citroën,xs,2020,1,20.0,46.3
Citroën,xs,2020,2,40.0,37.0
Citroën,xs,2020,3,60.0,28.0
Citroën,xs,2020,4,80.0,19.0
Citroën,xs,2020,5,100.0,11.0
Citroën,ë-C4,2021,0,0.0,46.3
Citroën,ë-C4,2021,1,20.0,46.3
Citroën,ë-C4,2021,2,40.0,37.0
Citroën,ë-C4,2021,3,60.0,28.0
Citroën,ë-C4,2021,4,80.0,19.0
Citroën,ë-C4,2021,5,100.0,11.0
DS,3 Crossback E-Tense,2020,0,0.0,100.0
DS,3 Crossback E-Tense,2020,1,30.0,97.0
DS,3 Crossback E-Tense,2020,2,32.0,78.0
DS,3 Crossback E-Tense,2020,3,58.0,78.0
DS,3 Crossback E-Tense,2020,4,59.0,60.0
DS,3 Crossback E-Tense,2020,5,66.0,60.0
DS,3 Crossback E-Tense,2020,6,68.0,55.0
DS,3 Crossback E-Tense,2020,7,78.0,55.0
DS,3 Crossback E-Tense,2020,8,80.0,27.0
DS,3 Crossback E-Tense,2020,9,90.0,27.0
DS,3 Crossback E-Tense,2020,10,100.0,11.0
DS,3 Crossback E-Tense,2021,0,0.0,101.0
DS,3 Crossback E-Tense,2021,1,20.0,101.0
DS,3 Crossback E-Tense,2021,2,40.0,81.0
DS,3 Crossback E-Tense,2021,3,60.0,61.0
DS,3 Crossback E-Tense,2021,4,80.0,40.0
DS,3 Crossback E-Tense,2021,5,100.0,11.0
DS,3 E-Tense,2022,0,0.0,100.0
DS,3 E-Tense,2022,1,50.0,100.0
DS,3 E-Tense,2022,2,80.0,60.0
DS,3 E-Tense,2022,3,100.0,30.0
DS,N°8 AWD Long Range,2024,0,0.0,200.0
DS,N°8 AWD Long Range,2024,1,50.0,200.0
DS,N°8 AWD Long Range,2024,2,80.0,100.0
DS,N°8 AWD Long Range,2024,3,100.0,40.0
DS,N°8 FWD,2024,0,0.0,160.0
DS,N°8 FWD,2024,1,50.0,160.0
DS,N°8 FWD,2024,2,80.0,80.0
DS,N°8 FWD,2024,3,100.0,32.0
DS,N°8 FWD Long Range,2024,0,0.0,200.0
DS,N°8 FWD Long Range,2024,1,50.0,200.0
DS,N°8 FWD Long Range,2024,2,80.0,100.0
DS,N°8 FWD Long Range,2024,3,100.0,40.0
DS,crossback e-tense,2020,0,0.0,46.3
DS,crossback e-tense,2020,1,20.0,46.3
DS,crossback e-tense,2020,2,40.0,37.0
DS,crossback e-tense,2020,3,60.0,28.0
DS,crossback e-tense,2020,4,80.0,19.0
DS,crossback e-tense,2020,5,100.0,11.0
DS,crossback e-tense,2021,0,0.0,46.3
DS,crossback e-tense,2021,1,20.0,46.3
DS,crossback e-tense,2021,2,40.0,37.0
DS,crossback e-tense,2021,3,60.0,28.0
DS,crossback e-tense,2021,4,80.0,19.0
DS,crossback e-tense,2021,5,100.0,11.0
DS,e-tense,2022,0,0.0,50.8
DS,e-tense,2022,1,50.0,50.8
DS,e-tense,2022,2,80.0,30.48
DS,e-tense,2022,3,100.0,11.0
Dacia,Spring Electric,2021,0,0.0,23.0
Dacia,Spring Electric,2021,1,20.0,34.0
Dacia,Spring Electric,2021,2,40.0,32.0
Dacia,Spring Electric,2021,3,42.0,28.0
Dacia,Spring Electric,2021,4,58.0,28.0
Dacia,Spring Electric,2021,5,61.0,24.0
Dacia,Spring Electric,2021,6,100.0,10.0
Dacia,Spring Electric 45,2024,0,0.0,34.0
Dacia,Spring Electric 45,2024,1,50.0,34.0
Dacia,Spring Electric 45,2024,2,80.0,20.4
Dacia,Spring Electric 45,2024,3,100.0,10.2
Dacia,Spring Electric 65,2024,0,0.0,34.0
Dacia,Spring Electric 65,2024,1,50.0,34.0
Dacia,Spring Electric 65,2024,2,80.0,20.4
Dacia,Spring Electric 65,2024,3,100.0,10.2
Dacia,Spring Electric 65 Extreme,2023,0,0.0,34.0
Dacia,Spring Electric 65 Extreme,2023,1,50.0,34.0
Dacia,Spring Electric 65 Extreme,2023,2,80.0,20.4
Dacia,Spring Electric 65 Extreme,2023,3,100.0,10.2
Dacia,electric,2021,0,0.0,25.0
Dacia,electric,2021,1,70.0,25.0
Dacia,electric,2021,2,80.0,17.5
Dacia,electric,2021,3,100.0,6.6
Dacia,electric 45,2022,0,0.0,25.0
Dacia,electric 45,2022,1,70.0,25.0
Dacia,electric 45,2022,2,80.0,17.5
Dacia,electric 45,2022,3,100.0,6.6
Dacia,electric 65 extreme,2023,0,0.0,25.0
Dacia,electric 65 extreme,2023,1,70.0,25.0
Dacia,electric 65 extreme,2023,2,80.0,17.5
Dacia,electric 65 extreme,2023,3,100.0,6.6
Dongfeng,Box 31.4 kWh,2025,0,0.0,57.0
Dongfeng,Box 31.4 kWh,2025,1,20.0,57.0
Dongfeng,Box 31.4 kWh,2025,2,40.0,46.0
Dongfeng,Box 31.4 kWh,2025,3,60.0,34.0
Dongfeng,Box 31.4 kWh,2025,4,80.0,23.0
Dongfeng,Box 31.4 kWh,2025,5,100.0,11.0
Dongfeng,Box 42.3 kWh,2024,0,0.0,60.0
Dongfeng,Box 42.3 kWh,2024,1,50.0,60.0
Dongfeng,Box 42.3 kWh,2024,2,80.0,36.0
Dongfeng,Box 42.3 kWh,2024,3,100.0,18.0
Elaris,86kwh,2023,0,0.0,81.0
Elaris,86kwh,2023,1,30.0,81.0
Elaris,86kwh,2023,2,60.0,56.7
Elaris,86kwh,2023,3,80.0,32.4
Elaris,86kwh,2023,4,100.0,11.0
Elaris,BEO 86 kWh,2023,0,0.0,100.0
Elaris,BEO 86 kWh,2023,1,50.0,100.0
Elaris,BEO 86 kWh,2023,2,80.0,50.0
Elaris,BEO 86 kWh,2023,3,100.0,20.0
Energica,Eva,2020,0,0.0,22.0
Energica,Eva,2020,1,25.0,23.0
Energica,Eva,2020,2,35.0,23.0
Energica,Eva,2020,3,50.0,18.0
Energica,Eva,2020,4,60.0,17.0
Energica,Eva,2020,5,75.0,15.0
Energica,Eva,2020,6,85.0,15.0
Energica,Eva,2020,7,100.0,3.0
Fiat,3+1,2020,0,0.0,37.3
Fiat,3+1,2020,1,50.0,37.3
Fiat,3+1,2020,2,80.0,22.38
Fiat,3+1,2020,3,100.0,37.3
Fiat,3+1,2022,0,0.0,21.3
Fiat,3+1,2022,1,70.0,21.3
Fiat,3+1,2022,2,80.0,14.91
Fiat,3+1,2022,3,100.0,11.0
Fiat,500e,2013,0,0.0,38.0
Fiat,500e,2013,1,75.0,40.0
Fiat,500e,2013,2,100.0,6.6
Fiat,500e,2020,0,0.0,75.0
Fiat,500e,2020,1,10.0,75.0
Fiat,500e,2020,2,20.0,85.0
Fiat,500e,2020,3,35.0,80.0
Fiat,500e,2020,4,40.0,60.0
Fiat,500e,2020,5,55.0,60.0
Fiat,500e,2020,6,60.0,52.0
Fiat,500e,2020,7,85.0,45.0
Fiat,500e,2020,8,90.0,12.0
Fiat,500e,2020,9,100.0,11.0
Fiat,500e,2021,0,0.0,30.0
Fiat,500e,2021,1,10.0,50.0
Fiat,500e,2021,2,80.0,50.0
Fiat,500e,2021,3,100.0,6.6
Fiat,600e,2023,0,0.0,50.8
Fiat,600e,2023,1,50.0,50.8
Fiat,600e,2023,2,80.0,30.48
Fiat,600e,2023,3,100.0,11.0
Fiat,E-Ulysse L2 50 kWh,2022,0,0.0,101.0
Fiat,E-Ulysse L2 50 kWh,2022,1,20.0,101.0
Fiat,E-Ulysse L2 50 kWh,2022,2,40.0,81.0
Fiat,E-Ulysse L2 50 kWh,2022,3,60.0,61.0
Fiat,E-Ulysse L2 50 kWh,2022,4,80.0,40.0
Fiat,E-Ulysse L2 50 kWh,2022,5,100.0,11.0
Fiat,E-Ulysse L2 75 kWh,2022,0,0.0,100.0
Fiat,E-Ulysse L2 75 kWh,2022,1,50.0,100.0
Fiat,E-Ulysse L2 75 kWh,2022,2,80.0,60.0
Fiat,E-Ulysse L2 75 kWh,2022,3,100.0,30.0
Fiat,E-Ulysse L3 50 kWh,2022,0,0.0,101.0
Fiat,E-Ulysse L3 50 kWh,2022,1,20.0,101.0
Fiat,E-Ulysse L3 50 kWh,2022,2,40.0,81.0
Fiat,E-Ulysse L3 50 kWh,2022,3,60.0,61.0
Fiat,E-Ulysse L3 50 kWh,2022,4,80.0,40.0
Fiat,E-Ulysse L3 50 kWh,2022,5,100.0,11.0
Fiat,E-Ulysse L3 75 kWh,2022,0,0.0,100.0
Fiat,E-Ulysse L3 75 kWh,2022,1,50.0,100.0
Fiat,E-Ulysse L3 75 kWh,2022,2,80.0,60.0
Fiat,E-Ulysse L3 75 kWh,2022,3,100.0,30.0
Fiat,Grande Panda,2024,0,0.0,100.0
Fiat,Grande Panda,2024,1,50.0,100.0
Fiat,Grande Panda,2024,2,80.0,50.0
Fiat,Grande Panda,2024,3,100.0,20.0
Fiat,cabrio,2020,0,0.0,37.3
Fiat,cabrio,2020,1,50.0,37.3
Fiat,cabrio,2020,2,80.0,22.38
Fiat,cabrio,2020,3,100.0,37.3
Fiat,cabrio,2022,0,0.0,21.3
Fiat,cabrio,2022,1,70.0,21.3
Fiat,cabrio,2022,2,80.0,14.91
Fiat,cabrio,2022,3,100.0,11.0
Fiat,hatchback,2020,0,0.0,37.3
Fiat,hatchback,2020,1,20.0,37.3
Fiat,hatchback,2020,2,40.0,30.0
Fiat,hatchback,2020,3,60.0,22.0
Fiat,hatchback,2020,4,80.0,15.0
Fiat,hatchback,2020,5,100.0,11.0
Fiat,l2,2022,0,0.0,46.3
Fiat,l2,2022,1,50.0,46.3
Fiat,l2,2022,2,80.0,27.78
Fiat,l2,2022,3,100.0,7.4
Fiat,l2,2022,4,100.0,7.4
Fiat,l3,2022,0,0.0,46.3
Fiat,l3,2022,1,50.0,46.3
Fiat,l3,2022,2,80.0,27.78
Fiat,l3,2022,3,100.0,7.4
Fiat,l3,2022,4,100.0,7.4
Fisker,Ocean Extreme,2023,0,0.0,250.0
Fisker,Ocean Extreme,2023,1,50.0,250.0
Fisker,Ocean Extreme,2023,2,80.0,125.0
Fisker,Ocean Extreme,2023,3,100.0,50.0
Fisker,Ocean One,2023,0,0.0,250.0
Fisker,Ocean One,2023,1,50.0,250.0
