station_id,latitude,longitude,company_id,charger_type,rated_power_kw,station_connectors,operator_name
f41f70ae71978d8214b6f5fd1ebc888a,51.514055,-0.004949,4,Slow,5.0,"('Type2',)",Char.gy
f17adbe191290e36a54c0f517a86697c,51.522576,-0.023064,4,Slow,5.0,"('Type2',)",Char.gy
1acf75ecd96a09b5e677c45d7913ffd3,51.513278,-0.003574,4,Slow,5.0,"('Type2',)",Char.gy
39b6d5c1d3c6db11155b975f1b08059f,51.517498,-0.011921,4,Slow,5.0,"('Type2',)",Char.gy
2ce26e1584240d17297b1fdb297987a1,51.499005,-0.007979,4,Slow,5.0,"('Type2',)",Char.gy
d33dfcea8ac4d9f36252b0be9fa37642,51.519347,-0.019187,4,Slow,3.7,"('Type2',)",Char.gy
1362f40a74f105fcd524bdb9bcf53885,51.515937,-0.016013,4,Slow,5.0,"('Type2',)",Char.gy
57b685cee8e83f5550ee4c7e065495b3,51.514536,-0.018248,4,Slow,5.0,"('Type2',)",Char.gy
c5c214e1ede9e0075e0f054230e3b736,51.534706,-0.027341,4,Slow,5.0,"('Type2',)",Char.gy
f020add501125dba9ca6ded72ac45c86,51.513839,-0.016635,4,Slow,5.0,"('Type2',)",Char.gy
dbf0648d4262826f0cc8c073dc5a01b6,51.516298,-0.016191,4,Slow,5.0,"('Type2',)",Char.gy
a0fd70df593b1e22bc87f20590ffdace,51.516628,-0.01755,4,Slow,5.0,"('Type2',)",Char.gy
a900824bc142c3649c0eeffe6d8b066d,51.514863,-0.015997,4,Slow,5.0,"('Type2',)",Char.gy
b74fb97114a32922e01c742355411425,51.512967,-0.017442,4,Slow,5.0,"('Type2',)",Char.gy
95af518bc409baa9f881effcb2294470,51.512653,-0.015778,4,Slow,5.0,"('Type2',)",Char.gy
3f9d68b8f1b5a5aa28bb0ec2afe9ee1b,51.512111,-0.017317,4,Slow,5.0,"('Type2',)",Char.gy
22ed9cda50780af98618b8b70557d397,51.511873,-0.017576,4,Slow,5.0,"('Type2',)",Char.gy
4de26a1c0a3616fc451da00c47be2aa0,51.511556,-0.018251,4,Slow,5.0,"('Type2',)",Char.gy
3cedf820aad09dd5fe2e37df856bb43a,51.511843,-0.016283,4,Slow,5.0,"('Type2',)",Char.gy
25fe42000ef352113656e5370de21606,51.511756,-0.019092,4,Slow,5.0,"('Type2',)",Char.gy
855ccf4bfb668f127591305ff3164c47,51.511351,-0.018519,4,Slow,5.0,"('Type2',)",Char.gy
d72c9bc9b70656f48bae24306e0fa9e1,51.514307,-0.013643,4,Slow,5.0,"('Type2',)",Char.gy
312cb2fc69832bee369c32dcd6928414,51.514157,-0.011268,4,Slow,5.0,"('Type2',)",Char.gy
0828046d2c6e431211d7282df084535a,51.514301,-0.010031,4,Slow,5.0,"('Type2',)",Char.gy
1694c0072e36db25bdbff63b41216335,51.512859,-0.011121,4,Slow,5.0,"('Type2',)",Char.gy
d2ba7bb26e6c6ea91f913607ac93b6ee,51.51217,-0.010192,4,Slow,5.0,"('Type2',)",Char.gy
3b90881795de51a01c917b89b39b7ea5,51.511818,-0.010705,4,Slow,5.0,"('Type2',)",Char.gy
0383442f3e9ecfed86a1b26b7e77ec3b,51.519507,-0.013039,4,Slow,5.0,"('Type2',)",Char.gy
33a8120a1d1259be3983a2e04d5fd12d,51.519002,-0.011749,4,Slow,5.0,"('Type2',)",Char.gy
07bac5d43b1c6a2583ff7ca8f6ac9715,51.502771,-0.007851,4,Slow,5.0,"('Type2',)",Char.gy
960e711f97d1b68fc370bdf4028c9df3,51.498759,-0.010819,4,Slow,5.0,"('Type2',)",Char.gy
de8bf9dbdf2c3be79a604d463d7fb731,51.497682,-0.010154,4,Slow,5.0,"('Type2',)",Char.gy
776652d4ea55c51d8be0d7021199dfbc,51.496585,-0.011453,4,Slow,5.0,"('Type2',)",Char.gy
32b460678e6cce63b88c2cb1d0046603,51.496039,-0.01364,4,Slow,5.0,"('Type2',)",Char.gy
6663a8e6c4eae2aaa947357e1d655e4c,51.495719,-0.011852,4,Slow,5.0,"('Type2',)",Char.gy
721e9c5281a9aef48f6f2edba747d453,51.495857,-0.010381,4,Slow,5.0,"('Type2',)",Char.gy
eaedc91adac4766db1711c0ba60da7f6,51.496954,-0.008062,4,Slow,5.0,"('Type2',)",Char.gy
78c1d193f5e37e96f2537cb3876e7599,51.491832,-0.007222,4,Slow,5.0,"('Type2',)",Char.gy
3b923d6c4bded15610b7f97543ce095a,51.490751,-0.004951,4,Slow,5.0,"('Type2',)",Char.gy
e7fbe8682857b4751f948e0af18de9dd,51.490837,-0.007937,4,Slow,5.0,"('Type2',)",Char.gy
b9b2fd077b3fcd0a14cc60d8addb5a68,51.489839,-0.008463,4,Slow,5.0,"('Type2',)",Char.gy
9f48597b8abf893bd6e44327c7f0e5d9,51.489355,-0.008645,4,Slow,5.0,"('Type2',)",Char.gy
54e668dfe1b4aa20352c25a5b50655c9,51.488938,-0.006435,4,Slow,5.0,"('Type2',)",Char.gy
