brand_name,model,release_year,battery_kWh,avg_consumption_Wh_per_km,ac_phases,ac_max_power_kW,dc_max_power_kW,has_default_charging_curve
Porsche,Taycan,2023,83.7,19.5,3,11.0,268.0,True
Porsche,Macan 4 Electric,2024,95.0,19.6,3,11.0,270.0,False
Porsche,Macan Electric,2024,95.0,18.6,3,11.0,270.0,False
Porsche,Macan Turbo Electric,2024,95.0,20.2,3,11.0,270.0,False
Porsche,Macan 4S Electric,2024,95.0,19.6,3,11.0,270.0,False
Porsche,Taycan Turbo,2020,83.7,20.9,3,11.0,83.7,True
Porsche,4 cross turismo,2021,83.7,19.9,3,11.0,83.7,True
Porsche,turbo,2020,83.7,20.2,3,11.0,83.7,True
Porsche,4s,2020,71.0,18.0,3,11.0,71.0,True
Porsche,4s plus,2020,83.7,18.2,3,11.0,83.7,True
Porsche,plus,2021,83.7,17.6,3,11.0,83.7,True
Porsche,4s cross turismo,2021,83.7,19.9,3,11.0,83.7,True
Porsche,turbo cross turismo,2021,83.7,21.2,3,11.0,83.7,True
Porsche,turbo s cross turismo,2021,83.7,22.0,3,11.0,83.7,True
Porsche,gts,2022,83.7,18.6,3,11.0,83.7,True
Porsche,gts sport turismo,2022,83.7,19.7,3,11.0,83.7,True
Porsche,sport turismo,2022,71.0,18.7,3,11.0,71.0,True
Porsche,plus sport turismo,2022,83.7,18.8,3,11.0,83.7,True
Porsche,4s sport turismo,2022,71.0,19.2,3,11.0,71.0,True
Porsche,4s plus sport turismo,2022,83.7,19.5,3,11.0,83.7,True
Porsche,turbo sport turismo,2022,83.7,20.7,3,11.0,83.7,True
Porsche,turbo s sport turismo,2022,83.7,21.2,3,11.0,83.7,True
Porsche,plus,2023,83.7,17.3,3,11.0,83.7,False
Porsche,4s,2023,71.0,17.1,3,11.0,71.0,False
Porsche,4s plus,2023,83.7,17.4,3,11.0,83.7,False
Porsche,turbo,2023,83.7,18.8,3,11.0,83.7,False
Porsche,turbo s,2023,83.7,19.5,3,11.0,83.7,False
Porsche,4 cross turismo,2023,83.7,19.0,3,11.0,83.7,False
Porsche,4s cross turismo,2023,83.7,19.0,3,11.0,83.7,False
Porsche,turbo cross turismo,2023,83.7,19.7,3,11.0,83.7,False
Porsche,turbo s cross turismo,2023,83.7,20.4,3,11.0,83.7,False
Porsche,electric,2024,95.0,18.6,3,11.0,95.0,False
Porsche,4 electric,2024,95.0,19.6,3,11.0,95.0,False
Porsche,turbo electric,2024,95.0,20.2,3,11.0,95.0,False
Porsche,Taycan,2024,82.3,16.6,3,11.0,82.3,False
Porsche,plus,2024,97.0,16.9,3,11.0,97.0,False
Porsche,Taycan 4S,2024,82.3,16.8,3,11.0,82.3,False
Porsche,4s plus,2024,97.0,17.2,3,11.0,97.0,False
Porsche,turbo,2024,97.0,18.1,3,11.0,97.0,False
Porsche,turbo s,2024,97.0,18.5,3,11.0,97.0,False
Renault,5 E-Tech,2025,40.0,15.7,3,11.0,80.0,True
Renault,5 E-Tech,2025,40.0,15.7,3,11.0,80.0,True
Renault,5 E-Tech,2025,52.0,16.3,3,11.0,100.0,True
Renault,Kangoo ZE,2011,33.0,19.4,1,7.2,150.0,True
Renault,Megane E-Tech,2022,40.0,16.3,3,22.0,85.0,True
Renault,Megane E-Tech,2022,60.0,17.1,3,22.0,130.0,True
Renault,Scenic,2023,60.0,17.6,3,22.0,130.0,True
Renault,Scenic,2023,87.0,17.9,3,22.0,150.0,True
Renault,Twingo Z.E.,2020,21.3,16.3,3,22.0,150.0,True
Renault,Twizy,2012,6.1,6.1,1,2.3,150.0,True
Renault,Zoe,2013,22.0,15.5,3,43.0,150.0,True
Renault,Zoe,2017,41.0,16.7,3,11.0,100.0,True
Renault,Zoe,2015,22.0,15.5,3,22.0,150.0,True
Renault,Zoe,2017,41.0,16.1,3,11.0,100.0,True
Renault,Zoe,2019,41.0,16.1,3,22.0,46.0,False
Renault,Zoe,2019,52.0,16.5,3,22.0,46.0,False
Renault,Zoe,2019,52.0,17.4,3,22.0,46.0,False
Renault,4 E-Tech 52kWh 150hp,2025,52.0,16.5,3,11.0,100.0,False
Renault,Megane E-Tech EV60 220hp,2025,60.0,15.8,3,11.0,129.0,False
Renault,Zoe ZE50 R135,2019,52.0,16.8,3,11.0,46.0,True
Renault,Twingo Electric,2020,21.3,15.8,3,11.0,150.0,True
Renault,Megane E-Tech EV60 130hp,2025,60.0,15.8,3,11.0,129.0,False
Renault,Kangoo E-Tech Electric,2022,45.0,20.0,3,11.0,80.0,False
Renault,Kangoo Maxi ZE 33,2017,31.0,19.4,3,11.0,150.0,True
Renault,Zoe R110,2018,41.0,16.4,3,11.0,150.0,True
Renault,Scenic E-Tech EV60 170hp,2023,60.0,17.6,3,11.0,130.0,False
Renault,Zoe ZE40 R110,2019,41.0,16.1,3,11.0,45.0,False
Renault,4 E-Tech 40kWh 120hp,2025,40.0,16.3,3,11.0,80.0,False
Renault,Megane E-Tech EV40 130hp,2022,40.0,15.4,3,11.0,85.0,False
Renault,Kangoo Grand E-Tech Electric,2024,45.0,20.5,3,11.0,80.0,False
Renault,Zoe R90 Entry,2017,23.3,16.6,3,11.0,150.0,True
Renault,Scenic E-Tech EV87 220hp,2023,87.0,18.1,3,11.0,150.0,False
Renault,Zoe ZE50 R110,2019,52.0,16.5,3,11.0,46.0,True
Renault,Zoe Q210,2013,23.3,17.9,3,11.0,43.0,False
Renault,Zoe,2013,23.3,17.9,3,11.0,100.0,True
Renault,Zoe,2015,23.3,16.1,3,23.3,23.3,False
Renault,Zoe R90,2017,23.3,16.6,3,11.0,100.0,True
Renault,Kangoo Maxi ZE,2017,31.0,19.4,3,31.0,31.0,True
Renault,Zoe,2018,41.0,16.4,3,41.0,41.0,True
Renault,q90,2018,41.0,16.7,3,41.0,41.0,True
Renault,r90,2018,41.0,16.1,3,41.0,41.0,True
Renault,ze50 r110,2019,52.0,16.5,3,11.0,52.0,False
Renault,ze50 r135,2019,52.0,16.8,3,11.0,52.0,False
Renault,ze40 r110,2019,41.0,16.1,3,41.0,41.0,True
Renault,electric,2020,21.3,15.8,3,21.3,21.3,False
Renault,e-tech ev60 220hp,2022,60.0,15.8,3,11.0,60.0,False
Renault,e-tech ev40 130hp,2022,40.0,15.4,3,40.0,40.0,False
Renault,e-tech ev60 130hp,2022,60.0,15.8,3,11.0,60.0,False
Renault,e-tech electric,2022,45.0,20.0,3,11.0,45.0,False
Renault,grand e-tech electric,2024,45.0,20.5,3,22.0,45.0,False
Renault,e-tech ev60 170hp,2023,60.0,17.6,3,22.0,60.0,False
Renault,e-tech ev87 220hp,2023,87.0,18.1,3,22.0,87.0,False
Rolls-Royce,Spectre,2023,102.0,21.9,3,22.0,102.0,True
SEAT,Mii Electric,2020,32.3,16.6,2,7.2,34.0,False
SEAT,Mii Electric,2020,32.3,15.8,3,11.0,37.0,False
SEAT,electric,2020,32.3,15.8,3,32.3,32.3,False
SEAT,Mii Electric,2020,32.3,16.6,2,7.2,34.0,False
SEAT,Mii Electric,2020,32.3,15.8,3,11.0,37.0,False
SEAT,electric,2020,32.3,15.8,3,32.3,32.3,False
Silence,S04,2023,11.2,8.5,1,2.3,150.0,True
Skoda,CITIGOe iV,2020,32.3,16.6,2,7.2,34.0,False
Skoda,Elroq,2024,52.0,16.5,3,11.0,145.0,True
Skoda,Elroq,2024,59.0,17.1,3,11.0,165.0,True
Skoda,Elroq,2024,77.0,17.1,3,11.0,175.0,True
Skoda,Enyaq,2024,52.0,16.8,3,11.0,145.0,True
Skoda,Enyaq,2023,77.0,17.1,3,11.0,135.0,True
Skoda,Enyaq,2023,77.0,17.5,3,11.0,175.0,True
Skoda,Enyaq,2023,77.0,17.7,3,11.0,175.0,True
Skoda,Enyaq Coupe,2023,77.0,16.0,3,11.0,135.0,True
Skoda,Enyaq Coupe,2023,77.0,16.2,3,11.0,175.0,True
Skoda,Enyaq Coupe,2023,77.0,16.7,3,11.0,175.0,True
Skoda,Enyaq iV,2020,52.0,18.7,2,7.2,50.0,True
Skoda,Enyaq iV,2020,58.0,18.7,3,11.0,100.0,False
Skoda,Enyaq iV,2020,58.0,18.7,3,11.0,50.0,False
Skoda,Enyaq iV,2020,77.0,19.0,3,11.0,125.0,False
Skoda,Enyaq iV,2020,77.0,19.0,3,11.0,50.0,False
Skoda,Enyaq iV 60,2021,58.0,17.1,3,11.0,124.0,False
Skoda,Enyaq iV 80x,2021,77.0,18.1,3,11.0,175.0,False
Skoda,Enyaq 60,2025,59.0,16.6,3,11.0,165.0,False
Skoda,CITIGOe iV,2020,32.3,15.8,3,11.0,37.0,False
Skoda,Enyaq iV 50,2021,52.0,17.0,3,11.0,50.0,False
Skoda,Enyaq Coupe iV RS,2022,77.0,17.9,3,11.0,175.0,False
Skoda,Enyaq Coupe 60,2025,59.0,15.9,3,11.0,165.0,False
Skoda,Enyaq Coupe iV 80,2022,77.0,17.3,3,11.0,143.0,False
Skoda,Enyaq Coupe iV 80x,2023,77.0,17.7,3,11.0,175.0,False
Skoda,Enyaq Coupe iV 60,2022,58.0,16.8,3,11.0,124.0,False
Skoda,Enyaq iV RS,2023,77.0,18.3,3,11.0,175.0,False
Skoda,Enyaq iV 80,2021,77.0,17.5,3,11.0,143.0,False
Skoda,iv 50,2021,52.0,17.0,3,11.0,52.0,False
Skoda,iv,2020,32.3,15.8,3,32.3,32.3,False
Skoda,iv 60,2021,58.0,17.1,3,11.0,58.0,False
Skoda,iv 80,2021,77.0,17.5,3,11.0,77.0,False
Skoda,iv 80x,2021,77.0,18.1,3,11.0,77.0,False
Skoda,iv rs,2023,77.0,18.3,3,11.0,77.0,False
Skoda,coupe iv 60,2022,58.0,16.8,3,11.0,58.0,False
Skoda,coupe iv 80,2022,77.0,17.3,3,11.0,77.0,False
Skoda,coupe iv 80x,2023,77.0,17.7,3,11.0,77.0,False
Skoda,coupe iv rs,2022,77.0,17.9,3,11.0,77.0,False
Skoda,Enyaq 60,2023,58.0,17.3,3,11.0,58.0,False
Skoda,Enyaq 85,2023,77.0,17.1,3,11.0,77.0,False
Skoda,85x,2023,77.0,17.5,3,11.0,77.0,False
Skoda,Enyaq RS,2023,77.0,17.7,3,11.0,77.0,False
Skoda,coupe 60,2023,58.0,16.8,3,11.0,58.0,False
Skoda,coupe 85,2023,77.0,16.7,3,11.0,77.0,False
Skoda,coupe 85x,2023,77.0,16.9,3,11.0,77.0,False
Skoda,coupe rs,2023,77.0,17.1,3,11.0,77.0,False
Skywell,BE11 Long Range,2024,81.0,20.8,3,11.0,80.0,False
Skywell,BE11 Standard Range,2024,68.0,20.6,3,11.0,80.0,False
smart,#1,2024,47.0,18.8,3,7.4,130.0,True
smart,#1,2024,62.0,18.4,3,22.0,150.0,True
smart,#3,2024,62.0,18.8,3,22.0,150.0,True
smart,#3,2024,47.0,17.7,3,7.4,130.0,True
smart,#3,2024,62.0,17.5,3,22.0,150.0,True
smart,forfour EQ,2017,17.6,17.6,1,3.6,150.0,True
smart,forfour EQ,2017,17.6,17.6,3,22.0,150.0,True
smart,fortwo ED,2017,17.6,16.7,1,3.6,150.0,True
smart,fortwo ED,2017,17.6,16.7,3,22.0,150.0,True
smart,fortwo EQ,2017,17.6,16.7,3,22.0,150.0,True
smart,EQ fortwo coupe,2020,16.7,16.7,3,11.0,150.0,True
smart,#1 Pro+,2023,62.0,18.5,3,11.0,150.0,False
smart,#5 Summit Edition,2025,94.0,20.7,3,11.0,400.0,False
smart,#5 Pro+,2025,94.0,20.2,3,11.0,400.0,False
smart,#1 Brabus,2023,62.0,19.1,3,11.0,150.0,False
smart,EQ forfour,2020,16.7,17.6,3,11.0,150.0,True
smart,#5 Premium,2025,94.0,20.2,3,11.0,400.0,False
smart,#3 Premium,2024,62.0,17.5,3,11.0,150.0,False
smart,#5 Pro,2025,74.4,20.1,3,11.0,150.0,False
smart,ForTwo Electric Drive,2017,16.7,16.7,3,11.0,150.0,True
smart,#5 Pulse,2025,94.0,20.7,3,11.0,400.0,False
smart,#1 Premium,2023,62.0,18.5,3,11.0,150.0,False
smart,#1 Pro,2023,47.0,18.8,3,11.0,130.0,False
smart,EQ fortwo cabrio,2020,16.7,17.6,3,11.0,150.0,True
smart,#1 Pulse,2023,62.0,19.1,3,11.0,150.0,False
smart,ForFour Electric Drive,2017,16.7,17.6,3,11.0,150.0,True
smart,ForTwo Cabrio Electric Drive,2017,16.7,17.6,3,11.0,150.0,True
smart,ForTwo Cabrio Electric,2017,16.7,17.6,3,16.7,100.0,False
smart,ForFour Electric,2017,16.7,17.6,3,16.7,100.0,False
smart,ForTwo Electric,2017,16.7,16.7,3,16.7,100.0,False
smart,fortwo coupe,2018,16.7,16.7,3,16.7,100.0,False
smart,fortwo cabrio,2018,16.7,17.6,3,16.7,100.0,False
smart,forfour,2018,16.7,17.6,3,16.7,100.0,False
smart,fortwo coupe,2020,16.7,16.7,3,16.7,100.0,False
smart,fortwo cabrio,2020,16.7,17.6,3,16.7,100.0,False
smart,forfour,2020,16.7,17.6,3,16.7,100.0,False
smart,pro+,2023,62.0,18.5,3,22.0,62.0,False
smart,brabus,2023,62.0,19.1,3,22.0,62.0,False
smart,pulse,2023,62.0,19.1,3,22.0,62.0,False
smart,pro+,2024,62.0,17.5,3,22.0,62.0,False
smart,brabus,2024,62.0,18.5,3,22.0,62.0,False
smart,pro,2023,47.0,18.8,3,7.4,47.0,False
smart,pro,2024,47.0,17.7,3,7.4,47.0,False
smart,premium,2023,62.0,18.5,3,22.0,62.0,False
smart,premium,2024,62.0,17.5,3,22.0,62.0,False
SsangYong,Korando e-Motion,2022,56.0,19.3,3,6.6,80.0,True
SsangYong,e-motion,2022,56.0,19.3,3,11.0,56.0,False
Subaru,Solterra,2022,64.0,20.0,3,6.6,150.0,False
Subaru,awd,2022,64.0,20.0,3,11.0,64.0,False
Tesla,Model S,2016,69.0,20.0,3,11.0,69.0,False
Tesla,Model S,2017,95.0,20.0,3,11.0,95.0,False
Tesla,Model 3,2023,57.5,13.7,3,11.0,57.5,False
Tesla,Model 3,2020,74.0,16.1,3,11.0,195.0,False
Tesla,Model 3,2021,76.0,16.1,3,11.0,250.0,False
Tesla,Model 3,2023,75.0,14.9,3,11.0,250.0,False
Tesla,Model 3,2020,72.5,16.7,3,11.0,195.0,False
Tesla,Model 3,2021,82.0,16.9,3,11.0,250.0,False
Tesla,Model 3,2022,62.3,15.5,3,11.0,170.0,False
Tesla,Model 3,2021,57.5,15.1,3,11.0,170.0,False
Tesla,Model 3,2022,50.0,15.3,3,11.0,149.0,False
Tesla,Model S,2016,95.0,18.4,3,16.5,140.0,False
Tesla,Model S,2012,62.0,18.0,3,16.5,120.0,True
Tesla,Model S,2015,67.0,18.5,3,22.0,100.0,True
Tesla,Model S,2015,66.5,19.0,3,11.0,66.5,False
Tesla,Model S,2015,66.5,18.8,3,22.0,120.0,True
Tesla,Model S,2016,72.5,19.1,3,11.0,72.5,False
Tesla,Model S,2016,72.5,19.1,3,11.0,72.5,False
Tesla,Model S,2012,76.0,19.1,3,11.0,140.0,False
Tesla,Model S,2012,77.5,19.1,3,16.5,197.0,False
Tesla,Model S,2015,81.0,18.2,3,16.5,140.0,False
Tesla,Model S,2016,72.5,20.8,3,16.5,197.0,False
Tesla,Model S,2022,95.0,16.2,3,16.5,250.0,True
Tesla,Model S,2019,95.0,19.0,3,16.5,197.0,False
Tesla,Model S,2014,80.8,20.7,3,11.0,80.8,True
Tesla,Model S,2014,80.8,19.1,3,22.0,120.0,True
Tesla,Model S,2019,95.0,19.3,3,16.5,197.0,False
Tesla,Model S,2022,95.0,17.0,3,16.5,250.0,True
Tesla,Model S,2019,72.5,18.4,3,16.5,197.0,False
Tesla,Model X,2019,75.0,20.0,3,16.5,140.0,False
Tesla,Model X,2019,100.0,20.0,3,16.5,140.0,False
Tesla,Model X,2020,95.0,23.6,3,16.5,148.0,False
Tesla,Model X,2019,100.0,22.0,3,16.5,140.0,False
Tesla,Model X,2020,72.5,21.6,3,16.5,148.0,False
Tesla,Model X,2019,75.0,20.0,3,16.5,140.0,False
Tesla,Model X,2020,95.0,22.6,3,16.5,148.0,False
Tesla,Model Y,2022,57.5,16.4,3,11.0,57.5,False
Tesla,Model Y,2020,72.5,14.4,3,11.0,246.0,False
Tesla,Model Y,2022,76.0,18.1,3,11.0,246.0,False
Tesla,Roadster,2022,200.0,20.6,3,22.0,250.0,True
Tesla,Model Y,2022,75.0,16.9,3,11.0,250.0,False
Tesla,Model X,2022,95.0,20.4,3,11.0,250.0,False
Tesla,Model X,2023,95.0,19.6,3,11.0,250.0,False
Tesla,Model 3,2020,52.5,15.0,3,11.0,170.0,False
Tesla,Model 3,2019,73.5,16.7,3,11.0,250.0,False
Tesla,Model S,2020,98.0,17.7,3,11.0,250.0,False
Tesla,Model 3,2024,75.0,13.8,3,11.0,250.0,False
Tesla,Model X,2020,98.0,20.4,3,11.0,250.0,False
Tesla,Model X,2019,95.0,21.6,3,11.0,145.0,False
Tesla,Model S,2016,85.5,21.1,3,11.0,85.5,True
Tesla,Model X,2016,85.5,22.8,3,11.0,85.5,True
Tesla,Model S,2022,95.0,17.0,3,11.0,250.0,False
Tesla,Model 3,2021,51.0,14.6,3,11.0,170.0,False
Tesla,Model S,2023,95.0,16.5,3,11.0,250.0,False
Tesla,Model Y,2025,75.0,16.7,3,11.0,250.0,False
Tesla,Model S,2013,80.8,19.9,3,11.0,80.8,True
Tesla,Model S,2015,80.8,19.2,3,11.0,80.8,True
Tesla,Model S,2015,85.5,21.1,3,11.0,85.5,True
Tesla,Model S,2016,69.0,20.0,3,11.0,69.0,False
Tesla,Model S,2016,62.0,18.0,3,11.0,62.0,False
Tesla,Model 3 Long Range,2019,73.5,15.5,3,11.0,73.5,True
Tesla,Model X,2016,62.0,21.8,3,11.0,62.0,False
Tesla,Model S,2015,85.5,19.2,3,11.0,85.5,True
Tesla,Model S,2016,85.5,18.8,3,11.0,85.5,True
Tesla,Model S,2015,66.5,19.6,3,11.0,66.5,False
Tesla,Model X,2016,72.5,21.6,3,11.0,72.5,False
Tesla,Model S,2016,85.5,21.1,3,11.0,85.5,True
Tesla,Model S,2016,62.0,18.0,3,11.0,62.0,False
Tesla,Model S,2015,85.5,20.6,3,11.0,85.5,True
Tesla,Model X,2016,85.5,22.8,3,11.0,85.5,True
Tesla,Model X,2016,85.5,21.6,3,11.0,85.5,True
Tesla,Model X,2017,95.0,21.8,3,11.0,95.0,False
Tesla,Model X,2017,95.0,22.6,3,11.0,100.0,True
Tesla,Model S,2016,95.0,20.0,3,11.0,100.0,True
Tesla,3 long range dual motor,2019,73.5,16.2,3,11.0,73.5,True
Tesla,3 long range,2019,73.5,16.7,3,11.0,73.5,True
Tesla,x long range,2019,95.0,21.6,3,11.0,95.0,False
Tesla,x ludicrous,2019,95.0,21.6,3,11.0,95.0,False
Tesla,3 standard range plus,2019,49.0,15.3,3,11.0,49.0,False
Tesla,y long range dual motor,2021,72.0,16.9,3,11.0,72.0,False
Tesla,y,2022,75.0,17.4,3,11.0,75.0,False
Tesla,x,2019,95.0,22.1,3,11.0,95.0,False
Tesla,s standard range,2019,72.5,17.3,3,11.0,72.5,False
Tesla,s long range,2019,95.0,17.9,3,11.0,95.0,False
Tesla,x standard range,2019,72.5,20.4,3,11.0,72.5,False
Tesla,s,2019,95.0,18.4,3,11.0,95.0,False
Tesla,3 standard range plus lfp,2020,52.5,15.0,3,11.0,52.5,False
Tesla,3 long range dual motor,2020,72.0,15.5,3,11.0,72.0,False
Tesla,3,2020,76.0,16.2,3,11.0,76.0,True
Tesla,s long range plus,2020,98.0,17.7,3,11.0,98.0,False
Tesla,s,2020,98.0,18.3,3,11.0,98.0,False
Tesla,x long range plus,2020,98.0,20.4,3,11.0,98.0,False
Tesla,x,2020,98.0,20.9,3,11.0,98.0,False
Tesla,s dual motor,2023,95.0,16.5,3,11.0,95.0,False
Tesla,s plaid,2022,95.0,17.0,3,11.0,95.0,False
Tesla,x dual motor,2023,95.0,19.6,3,11.0,95.0,False
Tesla,x plaid,2022,95.0,20.4,3,11.0,95.0,False
Tesla,3 standard range plus,2021,51.0,14.6,3,11.0,51.0,True
Tesla,3 long range dual motor,2021,75.0,15.5,3,11.0,75.0,True
Tesla,3,2021,57.5,14.2,3,11.0,57.5,False
Tesla,y long range dual motor,2022,75.0,16.9,3,11.0,75.0,False
Tesla,3,2022,75.0,16.3,3,11.0,75.0,False
Tesla,y,2022,57.5,16.4,3,11.0,57.5,False
Tesla,3 long range rwd,2023,75.0,15.2,3,11.0,75.0,False
Tesla,3 long range dual motor,2023,75.0,14.3,3,11.0,75.0,False
