step,step_type,episode_minutes,soc,remaining_km,total_cost_gbp,reward,progress_km,shaping_time,penalty_idle,penalty_micro_charge,last_charge
0,drive,10.0,0.15316982926186443,2.564333333333334,0.0,-5.551115123125783e-17,4.166666666666666,0.49999999999999994,,,
1,drive,20.0,0.13880070513565776,0.0,0.0,49.80772,2.564333333333334,0.30772000000000005,,,
