step,step_type,episode_minutes,soc,remaining_km,total_cost_gbp,reward,progress_km,shaping_time,penalty_idle,penalty_micro_charge,last_charge
0,drive,10.0,0.21182606792508982,0.011333333333333862,0.0,0.0,4.166666666666666,,,,
1,drive,20.0,0.20457793399062021,0.0,0.0,50.0,0.011333333333333862,,,,
