#{"t_start": 1756742815.8052583, "env_id": "None"}
r,l,t
63.515762,7,72.703501
49.0,1,72.778563
56.321531,5,72.883429
47.176229,7,72.992564
69.740777,11,73.100605
48.944764,3,73.216138
57.927134,6,73.341894
48.965813,3,73.457293
56.052264,13,73.591578
48.0,2,73.709288
50.579317,6,73.822664
50.210295,4,73.931229
49.35752,4,74.044528
56.580259,5,74.159154
50.214807,4,74.276592
48.543699,23,74.427613
52.208277,6,74.55334
92.321906,23,74.695952
50.726818,5,74.822166
64.130435,13,74.94874
65.653382,11,75.066599
48.0,2,75.175267
54.280531,14,75.300199
48.0,2,75.404967
51.973767,2,75.51227
47.656679,7,75.629196
46.570861,9,75.750398
57.684391,6,75.870365
50.763554,9,75.983829
49.0,1,76.09093
65.252415,11,76.210631
53.184198,8,76.322749
49.06607,3,76.415492
49.249978,4,76.521814
49.0,1,76.628214
48.0,2,76.733882
50.674112,6,76.823771
67.026674,15,76.942358
52.484348,7,77.052778
63.250442,9,77.147761
48.538864,3,77.240309
49.585773,2,77.340232
48.025354,11,77.448158
46.808584,13,77.551601
61.354167,7,77.648041
47.0,3,77.745024
66.453087,9,77.837299
51.137385,8,77.935159
49.196961,10,78.051249
61.849839,9,78.172365
49.352516,4,78.279309
49.483266,8,78.392331
56.198859,5,78.508125
49.0,1,78.610167
49.694322,8,78.725749
48.718791,3,78.818884
50.0,2,78.913558
48.0,2,79.010174
49.072991,8,79.097977
53.69653,8,79.214052
48.425975,3,79.318398
49.059263,9,79.422348
48.0,2,79.527833
57.001559,6,79.640212
80.821732,12,79.742895
48.66651,5,79.840281
51.130345,10,79.959394
58.642692,17,80.074381
50.72609,8,80.188703
60.737944,7,80.292633
56.64004,13,80.446032
56.959327,7,80.585326
48.0,2,80.71721
56.074534,5,80.846319
50.0,1,80.977106
55.351303,6,81.103499
54.38707,5,81.225485
48.007904,8,81.351899
48.330871,6,81.457283
50.637466,3,81.56546
48.673753,5,81.672839
49.499955,7,81.780324
55.170574,5,81.889662
62.482772,14,82.023833
55.944797,8,82.14715
50.0,1,82.236963
49.0,1,82.338423
56.448585,6,82.457944
56.194135,5,82.570078
48.323552,7,82.680896
54.2036,9,82.825552
57.69388,8,82.951092
54.573805,9,83.058486
50.0,1,83.174802
57.101449,6,83.296593
54.633742,15,83.410648
78.468548,17,83.541297
49.878502,2,83.653862
59.931607,7,83.774891
52.296709,11,83.87756
50.15696,7,84.001342
48.775527,11,84.136501
52.095685,2,84.249125
53.752054,4,84.363436
51.18668,9,84.481055
50.567655,4,84.581188
52.069085,3,84.694244
61.625081,7,84.809078
49.092358,5,84.921092
54.534758,8,85.044083
48.041633,5,85.146904
54.580548,22,85.27498
55.62739,12,85.392759
50.0,2,85.486223
51.854447,15,85.590612
59.122836,10,85.703698
62.639599,10,85.814167
63.515762,7,85.918506
52.63105,14,86.034801
54.017391,5,86.147299
52.870169,4,86.248681
47.0,3,86.346748
52.437843,6,86.434214
53.591319,13,86.536943
51.330817,12,86.641085
48.344317,3,86.728531
56.450554,5,86.812187
54.108819,9,86.909631
48.750839,3,87.014718
50.867368,9,87.133278
47.187921,5,87.237655
51.502137,10,87.358054
67.185224,13,87.463634
49.135029,3,87.566031
48.216236,8,87.678106
52.08231,5,87.784312
54.636168,4,87.888664
50.140712,2,87.984444
55.966793,7,88.090928
53.811363,4,88.194208
59.864945,15,88.30555
51.936942,11,88.538337
49.98337,10,88.646848
51.33913,4,88.762983
50.009759,8,88.876739
50.0,1,88.973125
49.315682,3,89.073387
47.386499,7,89.175441
47.364119,4,89.266426
47.468307,4,89.366744
46.85898,8,89.480266
49.0,1,89.577956
60.270318,9,89.698447
50.0,1,89.785637
51.369908,7,89.899554
50.0,2,89.997266
57.426713,11,90.107298
50.151938,4,90.207385
49.0,1,90.308476
48.840747,6,90.412623
64.250659,12,90.516106
49.499955,7,90.617449
49.787845,6,90.723313
46.74206,5,90.817506
49.0,1,90.913231
65.428597,11,91.019748
53.013794,7,91.11341
58.69028,13,91.211712
65.578575,9,91.304485
49.510358,2,91.397104
53.970041,5,91.484132
50.0,1,91.559843
50.0,1,91.642025
48.166484,7,91.738142
50.333311,3,91.826636
56.756841,21,91.935895
53.3807,4,92.01913
62.312802,9,92.11353
46.927015,5,92.202597
50.919573,7,92.287974
48.106027,4,92.384112
49.0,1,92.477417
51.385255,5,92.57707
59.782507,13,92.661494
60.507246,10,92.759046
48.068623,9,92.844329
48.065904,10,92.946644
50.210374,3,93.043324
50.638424,5,93.162199
54.184143,3,93.271575
64.374843,16,93.412958
67.847826,11,93.552573
48.480521,3,93.675804
47.521291,6,93.796459
50.394612,2,93.903999
48.48444,12,94.024224
51.473407,12,94.150424
56.508342,14,94.276002
50.0,2,94.392997
46.803712,7,94.498353
51.148604,6,94.617559
47.0,3,94.707168
54.170734,17,94.833655
53.177292,5,94.944865
50.0,1,95.049439
49.0,1,95.147387
49.0,1,95.251834
48.21532,3,95.369029
55.229624,5,95.480744
52.175904,3,95.583929
50.701443,4,95.68488
53.73358,4,95.790645
52.557843,12,95.905871
51.973767,4,96.015525
52.47359,11,96.136078
57.365791,8,96.253699
49.063085,6,96.359926
45.860429,11,96.472682
49.0,1,96.560171
53.361756,4,96.663156
50.0,1,96.764596
50.555635,9,96.879033
50.590944,5,96.985847
47.970841,5,97.083168
47.0,3,97.198933
50.876466,6,97.303198
68.902631,22,97.42472
56.644065,7,97.534928
49.645191,2,97.632746
54.447066,6,97.750373
51.69035,3,97.846022
51.704434,15,97.97924
