brand_name,model,release_year,usable_battery_size,energy_consumption/average_consumption,ac_charger/usable_phases,ac_charger/max_power,dc_charger/max_power,dc_charger/charging_curve/0/percentage,dc_charger/charging_curve/0/power,dc_charger/charging_curve/1/percentage,dc_charger/charging_curve/1/power,dc_charger/charging_curve/2/percentage,dc_charger/charging_curve/2/power,dc_charger/charging_curve/3/percentage,dc_charger/charging_curve/3/power,dc_charger/is_default_charging_curve,range,consumption,dc_charger/charging_curve/4/percentage,dc_charger/charging_curve/4/power,dc_charger/charging_curve/5/percentage,dc_charger/charging_curve/5/power,dc_charger/charging_curve/6/percentage,dc_charger/charging_curve/6/power,dc_charger/charging_curve/7/percentage,dc_charger/charging_curve/7/power,dc_charger/charging_curve/8/percentage,dc_charger/charging_curve/8/power,dc_charger/charging_curve/9/percentage,dc_charger/charging_curve/9/power,dc_charger/charging_curve/10/percentage,dc_charger/charging_curve/10/power,dc_charger/charging_curve/11/percentage,dc_charger/charging_curve/11/power
GWM,ORA 03 GT,2024,59.3,18.2,3,11,59.3,0,59.3,50,59.3,80,35.58,100,11,FALSE,,,,,,,,,,,,,,,,,,
Honda,e,2020,28.5,16.8,3,6.6,28.5,0,28.5,70,28.5,80,19.95,100,6.6,FALSE,,,,,,,,,,,,,,,,,,
Honda,e:Ny1,2023,61.9,18.5,3,11,61.9,0,61.9,30,61.9,60,43.33,80,24.76,FALSE,,,100,11,,,,,,,,,,,,,,
Honda,advance,2020,28.5,16.8,3,28.5,28.5,0,28.5,70,28.5,80,19.95,100,28.5,FALSE,,,,,,,,,,,,,,,,,,
Hongqi,E-HS9,2023,112,24.3,3,11,130,0,123.5,75,130,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Hongqi,E-HS9 84 kWh,2022,76.5,23.9,3,11,140,0,140,50,140,80,84,100,42,FALSE,320,23.9,,,,,,,,,,,,,,,,
Hongqi,E-HS9 99 kWh,2022,90,24.3,3,11,140,0,140,50,140,80,84,100,42,FALSE,370,24.3,,,,,,,,,,,,,,,,
Hongqi,84kwh,2022,76.5,23.9,3,11,76.5,0,76.5,30,76.5,60,53.55,80,30.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hongqi,99kwh,2022,90,24.3,3,11,90,0,90,30,90,60,63,80,36,FALSE,,,100,11,,,,,,,,,,,,,,
Hongqi,120kwh,2023,112,24.3,3,11,112,0,112,30,112,60,78.4,80,44.8,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,IONIQ 5,2021,74,18.5,3,11,233,0,210,46,233,47,175,48,175,FALSE,,,60,175,70,150,72,110,84,110,100,10,,,,,,
Hyundai,IONIQ 5,2021,72.6,19.4,3,11,221,0,200,46,221,47,175,48,175,FALSE,,,60,175,70,150,72,110,84,110,100,10,,,,,,
Hyundai,IONIQ 5,2021,54,18.3,3,11,175,0,166.3,75,175,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Hyundai,Ioniq,2019,38.3,15.3,1,7.2,46,0,40,51,46,53,36,67,37,FALSE,,,69,23,74,23,76,15,90,15,100,8,,,,,,
Hyundai,Ioniq,2016,28,14.4,1,6.6,69,0,60,76,69,84,23,92,23,FALSE,,,100,10,,,,,,,,,,,,,,
Hyundai,Kona,2020,39.2,15.4,3,11,50,0,47.5,75,50,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Hyundai,Kona,2018,39.2,15.4,1,7.2,50,0,47.5,75,50,100,7.2,,,TRUE,,,,,,,,,,,,,,,,,,
Hyundai,Kona,2020,64,15.8,3,11,77,0,70,40,77,42,70,53,71,FALSE,,,55,57,71,58,72,38,76,38,78,25,88,25,100,8,,
Hyundai,Kona,2018,64,15.8,1,7.2,77,0,70,40,77,42,70,53,71,FALSE,,,55,57,71,58,72,38,76,38,78,25,88,25,100,8,,
Hyundai,Kona Electric 48 kWh,2023,48.4,16.4,3,11,75,0,75,50,75,80,37.5,100,15,FALSE,295,,,,,,,,,,,,,,,,,
Hyundai,Kona Electric 39 kWh,2021,39.2,16,3,11,44,0,44,50,44,80,26.4,100,13.2,FALSE,245,,,,,,,,,,,,,,,,,
Hyundai,Kona Electric 64 kWh,2021,64,16.4,3,11,77,0,77,20,77,40,62,60,46,TRUE,390,,80,31,100,11,,,,,,,,,,,,
Hyundai,Kona Electric 65 kWh,2023,65.4,16.8,3,11,105,0,105,50,105,80,63,100,31.5,FALSE,390,16.8,,,,,,,,,,,,,,,,
Hyundai,INSTER Long Range,2024,46,15.6,3,11,85,0,85,50,85,80,51,100,25.5,FALSE,295,15.6,,,,,,,,,,,,,,,,
Hyundai,INSTER Standard Range,2024,39,15.6,3,11,73,0,73,50,73,80,43.8,100,21.9,FALSE,250,15.6,,,,,,,,,,,,,,,,
Hyundai,IONIQ,2016,28,14.7,3,28,28,0,28,20,28,40,22,60,17,TRUE,,,80,11,100,11,,,,,,,,,,,,
Hyundai,Kona Electric 64,2018,64,16.4,3,11,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,Kona Electric 39,2018,39.2,16,3,39.2,39.2,0,39.2,50,39.2,80,23.52,100,39.2,FALSE,,,,,,,,,,,,,,,,,,
Hyundai,electric,2019,38.3,15.3,3,38.3,38.3,0,38.3,20,38.3,40,31,60,23,TRUE,,,80,15,100,11,,,,,,,,,,,,
Hyundai,electric,2019,64,16.4,3,11,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,electric,2019,39.2,16,3,39.2,39.2,0,39.2,50,39.2,80,23.52,100,39.2,FALSE,,,,,,,,,,,,,,,,,,
Hyundai,5 project 45,2021,70,19.2,3,11,70,0,70,40,70,70,56,90,28,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,electric,2021,39.2,16,3,39.2,39.2,0,39.2,50,39.2,80,23.52,100,39.2,FALSE,,,,,,,,,,,,,,,,,,
Hyundai,electric,2021,64,16.4,3,11,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,5 standard range 2wd,2021,54,18.3,3,11,54,0,54,40,54,70,43.2,90,21.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,5 standard range,2021,54,18.6,3,11,54,0,54,40,54,70,43.2,90,21.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,5 long range 2wd,2021,70,18.9,3,11,70,0,70,40,70,70,56,90,28,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,5 long range,2021,70,19.2,3,11,70,0,70,40,70,70,56,90,28,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,5 long range 2wd,2022,74,19,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,5 long range,2022,74,19.2,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,6 standard range 2wd,2023,50,14.9,3,11,50,0,50,40,50,70,40,90,20,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,6 long range 2wd,2022,74,14.9,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,6 long range,2022,74,16.8,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,electric,2023,48.4,16.4,3,11,48.4,0,48.4,50,48.4,80,29.04,100,11,FALSE,,,,,,,,,,,,,,,,,,
Hyundai,electric,2023,65.4,16.8,3,11,65.4,0,65.4,30,65.4,60,45.78,80,26.16,FALSE,,,100,11,,,,,,,,,,,,,,
Hyundai,5 n,2023,80,20.5,3,11,80,0,80,40,80,70,64,90,32,FALSE,,,100,11,,,,,,,,,,,,,,
JAC,iEV7s,2021,39,17.3,3,6.6,39,0,39,50,39,80,23.4,100,6.6,FALSE,225,17.3,,,,,,,,,,,,,,,,
Jaguar,i-Pace,2018,84,23.2,1,7.4,105,0,100,30,105,80,55,90,37,FALSE,,,100,12,,,,,,,,,,,,,,
Jaguar,i-Pace,2020,84,23.2,3,11,105,0,100,30,105,80,55,90,37,FALSE,,,100,12,,,,,,,,,,,,,,
Jaguar,i-Pace,2020,84,23.2,3,11,105,0,100,30,105,80,55,90,37,FALSE,,,100,12,,,,,,,,,,,,,,
Jaguar,I-Pace,2018,84.7,22.3,3,11,84.7,0,84.7,30,84.7,60,59.29,80,33.88,FALSE,,,100,11,,,,,,,,,,,,,,
Jaguar,ev400,2020,84.7,22.3,3,11,84.7,0,84.7,30,84.7,60,59.29,80,33.88,FALSE,,,100,11,,,,,,,,,,,,,,
Jaguar,ev320,2020,84.7,22.3,3,11,84.7,0,84.7,30,84.7,60,59.29,80,33.88,FALSE,,,100,11,,,,,,,,,,,,,,
Jaguar,ev400,2023,84.7,22.3,3,11,84.7,0,84.7,30,84.7,60,59.29,80,33.88,FALSE,,,100,11,,,,,,,,,,,,,,
Jeep,Avenger,2023,50.8,17.2,3,11,100,0,95,75,100,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Jeep,Avenger Electric,2023,50.8,16.4,3,11,100,0,100,50,100,80,60,100,30,FALSE,310,,,,,,,,,,,,,,,,,
Jeep,Avenger Electric 1st Edition,2023,50.8,16.4,3,11,100,0,100,50,100,80,60,100,30,FALSE,310,16.4,,,,,,,,,,,,,,,,
Jeep,electric 1st edition,2023,50.8,16.4,3,11,50.8,0,50.8,50,50.8,80,30.48,100,11,FALSE,,,,,,,,,,,,,,,,,,
Jeep,electric,2023,50.8,16.4,3,11,50.8,0,50.8,50,50.8,80,30.48,100,11,FALSE,,,,,,,,,,,,,,,,,,
KGM,Torres EVX,2024,72,19.5,3,11,120,0,120,50,120,80,72,100,36,FALSE,370,19.5,,,,,,,,,,,,,,,,
Kia,EV6,2021,77.4,18.5,3,11,250,0,237.5,75,250,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,EV6,2021,58,17.3,3,11,175,0,166.3,75,175,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,EV9,2024,73,20.6,3,160,210,0,210,50,210,80,126,100,63,FALSE,400,,,,,,,,,,,,,,,,,
Kia,EV9,2023,96,21.3,3,11,210,0,199.5,75,210,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,EV9,2023,95,22.9,3,11,240,0,228,75,240,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,Niro EV,2022,68.4,17.1,3,11,80,0,76,75,80,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,Soul,2014,27,17.6,1,6.6,50,0,47.5,75,50,100,6.6,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,Soul,2014,30,17.6,1,6.6,50,0,47.5,75,50,100,6.6,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,e-Niro,2018,39,16.3,1,7.2,50,0,47.5,75,50,100,7.2,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,e-Niro,2020,39,16.3,3,11,50,0,47.5,75,50,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,e-Niro,2020,64,17.3,3,11,77,0,70,40,77,42,70,53,71,FALSE,,,55,57,71,58,72,38,76,38,78,25,88,25,100,8,,
Kia,e-Niro,2018,64,17.3,1,7.2,77,0,70,40,77,42,70,53,71,FALSE,,,55,57,71,58,72,38,76,38,78,25,88,25,100,8,,
Kia,e-Soul,2022,39.2,17,3,37,44,0,44,50,44,80,26.4,100,13.2,FALSE,265,,,,,,,,,,,,,,,,,
Kia,e-Soul,2019,39,17,3,11,50,0,47.5,75,50,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,e-Soul,2019,64,17.5,1,7.2,77,0,70,40,77,42,70,53,71,FALSE,,,55,57,71,58,72,38,76,38,78,25,88,25,100,8,,
Kia,e-Soul,2020,64,17.5,3,11,77,0,73.1,75,77,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Kia,EV3 Long Range,2024,78,17.1,3,11,135,0,135,50,135,80,81,100,40.5,FALSE,455,,,,,,,,,,,,,,,,,
Kia,EV6 Long Range AWD,2024,80,17.8,3,11,263,0,263,20,263,40,210,60,158,TRUE,450,,80,105,100,11,,,,,,,,,,,,
Kia,EV6 GT,2025,80,20.8,3,11,263,0,263,20,263,40,210,60,158,TRUE,385,,80,105,100,11,,,,,,,,,,,,
Kia,EV9 99.8 kWh AWD GT-Line,2023,96,22.6,3,11,209,0,209,20,209,40,167,60,125,TRUE,425,,80,84,100,11,,,,,,,,,,,,
Kia,Soul EV,2017,30,17.6,3,40,50,0,50,50,50,80,30,100,15,FALSE,195,17.6,,,,,,,,,,,,,,,,
Kia,EV4 Hatchback Standard Range,2025,55,16.2,3,80,100,0,100,50,100,80,60,100,30,FALSE,395,16.2,,,,,,,,,,,,,,,,
Kia,EV4 Sedan Standard Range,2025,55,15.5,3,80,100,0,100,50,100,80,60,100,30,FALSE,415,15.5,,,,,,,,,,,,,,,,
Kia,EV9 76.1 kWh RWD,2024,76.1,20,3,11,210,0,210,50,210,80,126,100,63,FALSE,355,20.6,,,,,,,,,,,,,,,,
Kia,e-Soul 39.2 kWh,2022,39.2,15.7,3,11,44,0,44,50,44,80,26.4,100,13.2,FALSE,230,17,,,,,,,,,,,,,,,,
Kia,EV4 Hatchback Long Range,2025,78,16.4,3,105,135,0,135,50,135,80,81,100,40.5,FALSE,550,16.4,,,,,,,,,,,,,,,,
Kia,EV4 Sedan Long Range,2025,72.8,14.8,3,11,135,0,135,50,135,80,81,100,40.5,FALSE,495,15.8,,,,,,,,,,,,,,,,
Kia,Soul,2017,30,17.6,3,30,30,0,30,50,30,80,18,100,30,FALSE,,,,,,,,,,,,,,,,,,
Kia,e-Niro 64,2018,64,17.1,3,11,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,39kwh,2019,39.2,16.7,3,39.2,39.2,0,39.2,50,39.2,80,23.52,100,39.2,FALSE,,,,,,,,,,,,,,,,,,
Kia,64kwh,2020,64,17.1,3,11,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,39kwh,2020,39.2,16.7,3,39.2,39.2,0,39.2,50,39.2,80,23.52,100,39.2,FALSE,,,,,,,,,,,,,,,,,,
Kia,gt,2022,74,20.6,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,standard range 2wd,2021,54,17.7,3,11,54,0,54,40,54,70,43.2,90,21.6,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,long range 2wd,2021,74,18,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,long range,2021,74,18.5,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,ev,2022,64.8,16.8,3,11,64.8,0,64.8,30,64.8,60,45.36,80,25.92,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,64kwh,2022,64,17.3,3,7.2,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,7.2,,,,,,,,,,,,,,
Kia,39,2022,39.2,17,3,7.2,39.2,0,39.2,50,39.2,80,23.52,100,7.2,FALSE,,,,,,,,,,,,,,,,,,
Kia,76,2024,73,20.6,3,11,73,0,73,40,73,70,58.4,90,29.2,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,99,2023,96,21.3,3,11,96,0,96,40,96,70,76.8,90,38.4,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,99,2023,96,22.1,3,11,96,0,96,40,96,70,76.8,90,38.4,FALSE,,,100,11,,,,,,,,,,,,,,
Kia,99,2023,96,22.6,3,11,96,0,96,40,96,70,76.8,90,38.4,FALSE,,,100,11,,,,,,,,,,,,,,
Lancia,Ypsilon,2024,48.1,15.5,3,11,100,0,100,50,100,80,60,100,30,FALSE,310,,,,,,,,,,,,,,,,,
Leapmotor,C10,2024,69.9,19.7,3,11,84,0,84,50,84,80,50.4,100,25.2,FALSE,355,,,,,,,,,,,,,,,,,
Leapmotor,T03,2024,37.3,13.6,3,11,48,0,48,20,48,40,38,60,29,TRUE,230,15.7,80,19,100,11,,,,,,,,,,,,
Lexus,RZ 450e,2022,71.4,19.6,3,11,150,0,142.5,75,150,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Lexus,RZ 300e,2023,64,17.5,3,11,147,0,147,20,147,40,118,60,88,TRUE,365,,80,59,100,11,,,,,,,,,,,,
Lexus,UX 300e,2023,64,18.8,3,11,50,0,50,50,50,80,25,100,10,FALSE,340,,,,,,,,,,,,,,,,,
Lexus,300e,2020,45,19.1,3,11,45,0,45,50,45,80,27,100,11,FALSE,,,,,,,,,,,,,,,,,,
Lexus,450e,2023,64,18.3,3,6.6,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,6.6,,,,,,,,,,,,,,
Lexus,300e,2023,64,18.8,3,6.6,64,0,64,30,64,60,44.8,80,25.6,FALSE,,,100,6.6,,,,,,,,,,,,,,
Lightyear,0,2022,60,10.9,3,11,100,0,100,50,100,80,60,100,11,TRUE,550,10.9,,,,,,,,,,,,,,,,
Lotus,Eletre,2023,109,22,3,22,109,0,109,40,109,70,87.2,90,43.6,FALSE,495,,100,22,,,,,,,,,,,,,,
Lotus,Eletre,2024,109,22.7,3,22,100,0,95,22,100,27,97,46,96,FALSE,,,49,92,75,60,90,40,100,22,,,,,,,,
Lotus,Emeya,2024,102,18.5,3,11,350,0,350,50,350,80,175,100,70,FALSE,520,19,,,,,,,,,,,,,,,,
Lotus,Eletre R,2023,112,22.5,3,11,367,0,367,50,367,80,220.2,100,110.1,FALSE,455,24,,,,,,,,,,,,,,,,
Lotus,Emeya R,2024,102,20,3,11,350,0,350,50,350,80,175,100,70,FALSE,465,21.3,,,,,,,,,,,,,,,,
Lotus,Emeya S,2024,102,17.9,3,11,350,0,350,50,350,80,175,100,70,FALSE,520,19,,,,,,,,,,,,,,,,
Lotus,r,2023,109,24,3,22,109,0,109,40,109,70,87.2,90,43.6,FALSE,,,100,22,,,,,,,,,,,,,,
Lotus,Eletre S,2023,109,22.7,3,22,109,0,109,40,109,70,87.2,90,43.6,FALSE,,,100,22,,,,,,,,,,,,,,
Lucid,Air,2022,118,17,3,22,300,0,285,75,300,100,22,,,TRUE,,,,,,,,,,,,,,,,,,
Lucid,Air Grand Touring,2023,112,16.8,3,11,253,0,253,20,253,40,202,60,152,TRUE,665,,80,101,100,11,,,,,,,,,,,,
Lucid,Air Touring,2023,92,15.9,3,11,200,0,200,50,200,80,120,100,60,FALSE,580,,,,,,,,,,,,,,,,,
Lucid,Air Pure RWD,2024,92,14.9,3,11,200,0,200,50,200,80,120,100,60,FALSE,565,16.3,,,,,,,,,,,,,,,,
Lucid,Air Dream Edition P,2022,118,19.2,3,11,300,0,300,50,300,80,150,100,60,FALSE,665,17.7,,,,,,,,,,,,,,,,
Lucid,Air Pure AWD,2023,92,15.6,3,11,200,0,200,50,200,80,120,100,60,FALSE,560,16.4,,,,,,,,,,,,,,,,
Lucid,Air Dream Edition,2022,118,17.7,3,11,118,0,118,40,118,70,94.4,90,47.2,FALSE,,,100,11,,,,,,,,,,,,,,
Lucid,grand touring,2023,112,16.8,3,11,112,0,112,20,112,40,90,60,67,TRUE,,,80,45,100,11,,,,,,,,,,,,
Lucid,touring,2023,92,15.9,3,11,92,0,92,20,92,40,74,60,55,TRUE,,,80,37,100,11,,,,,,,,,,,,
Lucid,pure,2023,92,16.4,3,11,92,0,92,20,92,40,74,60,55,TRUE,,,80,37,100,11,,,,,,,,,,,,
Lucid,dream edition r,2022,118,17.2,3,22,118,0,118,40,118,70,94.4,90,47.2,FALSE,,,100,22,,,,,,,,,,,,,,
MAN,e TGE,2020,35.8,30.9,1,7.2,40,0,38,75,40,100,7.2,,,TRUE,,,,,,,,,,,,,,,,,,
Maserati,GranTurismo,2024,83,19.5,3,22,270,0,256.5,75,270,100,22,,,TRUE,,,,,,,,,,,,,,,,,,
Maserati,Grecale,2024,95,23.5,3,22,150,0,142.5,75,150,100,22,,,TRUE,,,,,,,,,,,,,,,,,,
Maserati,GranCabrio Folgore,2024,83,22.7,3,11,270,0,270,50,270,80,162,100,81,FALSE,395,21,,,,,,,,,,,,,,,,
Maserati,folgore,2024,83,19.8,3,22,83,0,83,40,83,70,66.4,90,33.2,FALSE,,,100,22,,,,,,,,,,,,,,
Maxus,EV80,2018,56,35,2,6.6,28,0,26.6,75,28,100,6.6,,,TRUE,,,,,,,,,,,,,,,,,,
Maxus,MIFA 9,2023,84,23,3,11,114,0,114,20,114,40,91,60,68,TRUE,365,,80,46,100,11,,,,,,,,,,,,
Maxus,9,2023,84,23,3,11,84,0,84,30,84,60,58.8,80,33.6,FALSE,,,100,11,,,,,,,,,,,,,,
Mazda,MX-30,2022,30,17.6,3,11,30,0,30,50,30,80,18,100,11,FALSE,,,,,,,,,,,,,,,,,,
Mazda,6e Long Range,2025,75,17,3,11,95,0,95,50,95,80,57,100,28.5,FALSE,440,,,,,,,,,,,,,,,,,
Mazda,6e,2025,86,17.8,3,11,200,0,200,50,200,80,100,100,40,FALSE,390,16.9,,,,,,,,,,,,,,,,
Mercedes,B-Klasse,2014,28,16.6,3,11,150,0,150,20,150,40,120,60,90,TRUE,,,80,60,100,11,,,,,,,,,,,,
Mercedes,EQA,2021,66.6,17.7,3,11,99,0,99,35,98,65,70,85,36,FALSE,,,100,1,,,,,,,,,,,,,,
Mercedes,EQB,2023,70.5,17,3,11,102,0,96.9,75,102,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Mercedes,EQC,2020,80,21.6,3,11,125,0,105,39,125,70,87,84,68,FALSE,,,100,25,,,,,,,,,,,,,,
Mercedes,EQC,2019,80,21.6,2,7.4,125,0,105,39,125,70,87,84,68,FALSE,,,100,25,,,,,,,,,,,,,,
Mercedes,EQE,2023,96,20.2,3,11,173,0,164.35,50,173,80,86.5,100,34.6,TRUE,,,,,,,,,,,,,,,,,,
Mercedes,EQS,2022,90.6,16.6,3,11,170,0,161.5,75,170,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Mercedes,EQS,2021,107.8,16.8,3,11,204,0,170,10,200,35,204,82,120,FALSE,,,100,10,,,,,,,,,,,,,,
Mercedes,EQS,2021,107.8,17.7,3,11,204,0,170,10,200,35,204,82,120,FALSE,,,100,10,,,,,,,,,,,,,,
Mercedes,EQS,2021,107.8,17.7,3,11,204,0,170,10,200,35,204,82,120,FALSE,,,100,10,,,,,,,,,,,,,,
Mercedes,EQS,2022,107.8,20.7,3,11,204,0,170,10,200,35,204,82,120,FALSE,,,100,10,,,,,,,,,,,,,,
Mercedes,EQS,2022,107.8,19.8,3,11,204,0,170,10,200,35,204,82,120,FALSE,,,100,10,,,,,,,,,,,,,,
Mercedes,EQS,2022,107.8,17.7,3,11,204,0,170,10,200,35,204,82,120,FALSE,,,100,10,,,,,,,,,,,,,,
Mercedes,EQV,2020,90,27.3,3,11,110,0,104.5,75,110,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Mercedes,eVito,2019,41,26.2,2,7.2,150,0,150,20,150,40,120,60,90,TRUE,,,80,60,100,11,,,,,,,,,,,,
Mercedes,CLA,2025,85,15,3,11,320,0,320,50,320,80,160,100,64,FALSE,565,,,,,,,,,,,,,,,,,
Mercedes,EQE,2024,96,17.3,3,11,173,0,173,50,173,80,103.8,100,51.9,FALSE,555,,,,,,,,,,,,,,,,,
Mercedes,EQA,2023,70.5,16.8,3,11,102,0,102,20,102,40,82,60,61,TRUE,420,,80,41,100,11,,,,,,,,,,,,
Mercedes,G 580,2024,116,32.2,3,11,200,0,200,50,200,80,120,100,60,FALSE,360,,,,,,,,,,,,,,,,,
Mercedes,EQS,2024,118,17.1,3,11,200,0,200,50,200,80,120,100,60,FALSE,690,,,,,,,,,,,,,,,,,
Mercedes,EQS,2024,118,18.4,3,11,200,0,200,50,200,80,120,100,60,FALSE,640,,,,,,,,,,,,,,,,,
Mercedes,EQS,2023,118,22.3,3,11,200,0,200,50,200,80,120,100,60,FALSE,530,,,,,,,,,,,,,,,,,
Mercedes,B 250e,2015,28,18.7,3,11,150,0,150,20,150,40,120,60,90,TRUE,150,,80,60,100,11,,,,,,,,,,,,
Mercedes,EQV,2024,90,28.6,3,11,110,0,110,50,110,80,66,100,33,FALSE,315,,,,,,,,,,,,,,,,,
Mercedes,EQB,2023,66.5,19.3,3,11,112,0,112,50,112,80,67.2,100,33.6,FALSE,345,,,,,,,,,,,,,,,,,
Mercedes,EQS,2024,118,24.1,3,11,200,0,200,50,200,80,120,100,60,FALSE,490,,,,,,,,,,,,,,,,,
Mercedes,EQB,2023,66.5,19.3,3,11,112,0,112,50,112,80,67.2,100,33.6,FALSE,345,,,,,,,,,,,,,,,,,
Mercedes,EQS,2023,118,22.3,3,11,200,0,200,50,200,80,120,100,60,FALSE,530,,,,,,,,,,,,,,,,,
Mercedes,EQA,2023,66.5,16.8,3,11,112,0,112,50,112,80,67.2,100,33.6,FALSE,395,,,,,,,,,,,,,,,,,
Mercedes,EQS,2021,90.6,16.8,3,11,173,0,173,50,173,80,103.8,100,51.9,FALSE,540,,,,,,,,,,,,,,,,,
Mercedes,EQB,2022,66.5,18.3,3,11,113,0,112,50,112,80,67.2,100,33.6,FALSE,,,,,,,,,,,,,,,,,,
Mercedes,EQE,2024,89,17,3,11,170,0,161.5,50,170,80,85,100,34,TRUE,,,,,,,,,,,,,,,,,,
Mercedes,EQE,2024,90.6,17.6,3,11,173,0,173,30,173,60,155.7,80,86.5,TRUE,,,100,34.6,,,,,,,,,,,,,,
Mercedes,400,2019,80,21.6,3,11,80,0,80,30,80,60,56,80,32,FALSE,,,100,11,,,,,,,,,,,,,,
Mercedes,250,2021,66.5,18.5,3,11,66.5,0,66.5,30,66.5,60,46.55,80,26.6,FALSE,,,100,11,,,,,,,,,,,,,,
Mercedes,300 long,2020,90,29,3,11,90,0,90,20,90,40,72,60,54,TRUE,,,80,36,100,11,,,,,,,,,,,,
Mercedes,300 extra-long,2020,90,29,3,11,90,0,90,20,90,40,72,60,54,TRUE,,,80,36,100,11,,,,,,,,,,,,
Mercedes,400,2020,80,21.6,3,11,80,0,80,30,80,60,56,80,32,FALSE,,,100,11,,,,,,,,,,,,,,
Mercedes,450+,2021,107.8,17,3,11,107.8,0,107.8,20,107.8,40,86,60,65,TRUE,,,80,43,100,11,,,,,,,,,,,,
Mercedes,580,2021,107.8,18.1,3,11,107.8,0,107.8,20,107.8,40,86,60,65,TRUE,,,80,43,100,11,,,,,,,,,,,,
Mercedes,350,2022,90.6,17.9,3,11,90.6,0,90.6,30,90.6,60,63.42,80,36.24,FALSE,,,100,11,,,,,,,,,,,,,,
Mercedes,300,2021,66.5,19,3,11,66.5,0,66.5,30,66.5,60,46.55,80,26.6,FALSE,,,100,11,,,,,,,,,,,,,,
Mercedes,350,2021,66.5,19,3,11,66.5,0,66.5,30,66.5,60,46.55,80,26.6,FALSE,,,100,11,,,,,,,,,,,,,,
Mercedes,amg 53,2022,90.6,19.9,3,11,90.6,0,90.6,20,90.6,40,72,60,54,TRUE,,,80,36,100,11,,,,,,,,,,,,
Mercedes,350+,2022,90.6,17.3,3,11,90.6,0,90.6,20,90.6,40,72,60,54,TRUE,,,80,36,100,11,,,,,,,,,,,,
Mercedes,250 long,2021,60,29.3,3,11,60,0,60,50,60,80,36,100,11,FALSE,,,,,,,,,,,,,,,,,,
Mercedes,250 extra-long,2021,60,29.3,3,11,60,0,60,50,60,80,36,100,11,FALSE,,,,,,,,,,,,,,,,,,
Mercedes,300,2022,66.5,19.6,3,11,66.5,0,66.5,30,66.5,60,46.55,80,26.6,FALSE,,,100,11,,,,,,,,,,,,,,
