brand_name,model,release_year,usable_battery_size,energy_consumption/average_consumption,ac_charger/usable_phases,ac_charger/max_power,dc_charger/max_power,dc_charger/charging_curve/0/percentage,dc_charger/charging_curve/0/power,dc_charger/charging_curve/1/percentage,dc_charger/charging_curve/1/power,dc_charger/charging_curve/2/percentage,dc_charger/charging_curve/2/power,dc_charger/charging_curve/3/percentage,dc_charger/charging_curve/3/power,dc_charger/is_default_charging_curve,range,consumption,dc_charger/charging_curve/4/percentage,dc_charger/charging_curve/4/power,dc_charger/charging_curve/5/percentage,dc_charger/charging_curve/5/power,dc_charger/charging_curve/6/percentage,dc_charger/charging_curve/6/power,dc_charger/charging_curve/7/percentage,dc_charger/charging_curve/7/power,dc_charger/charging_curve/8/percentage,dc_charger/charging_curve/8/power,dc_charger/charging_curve/9/percentage,dc_charger/charging_curve/9/power,dc_charger/charging_curve/10/percentage,dc_charger/charging_curve/10/power,dc_charger/charging_curve/11/percentage,dc_charger/charging_curve/11/power
BYD,Dolphin,2023,44.9,17.6,3,7.4,60,0,57,75,60,100,7.4,,,TRUE,,,,,,,,,,,,,,,,,,
BYD,Dolphin,2023,44.9,17.6,3,7.4,60,0,57,75,60,100,7.4,,,TRUE,,,,,,,,,,,,,,,,,,
BYD,Seal,2023,82.5,16.8,3,11,150,0,142.5,75,150,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
BYD,Seal,2023,82.5,16.5,3,11,150,0,142.5,75,150,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
BYD,SEAL,2024,71.8,19.9,3,11,115,0,115,50,115,80,57.5,100,23,FALSE,360,,,,,,,,,,,,,,,,,
BYD,DOLPHIN,2023,44.9,16.9,3,11,60,0,60,50,60,80,36,100,18,FALSE,265,,,,,,,,,,,,,,,,,
BYD,SEAL,2025,61.4,16.6,3,11,110,0,110,50,110,80,55,100,22,FALSE,370,,,,,,,,,,,,,,,,,
BYD,ATTO 3,2022,60.5,18.55,3,11,89,0,89,50,89,80,53.4,100,26.7,FALSE,,,,,,,,,,,,,,,,,,
BYD,DOLPHIN,2023,44.9,17.3,3,11,60,0,60,50,60,80,36,100,18,FALSE,260,17.3,,,,,,,,,,,,,,,,
BYD,DOLPHIN,2023,60.5,17.3,3,11,88,0,88,50,88,80,52.8,100,26.4,FALSE,350,17.3,,,,,,,,,,,,,,,,
BYD,SEAL,2024,87,20.5,3,11,140,0,140,50,140,80,70,100,28,FALSE,425,20.5,,,,,,,,,,,,,,,,
BYD,3,2022,60.5,18.3,3,11,60.5,0,60.5,30,60.5,60,42.35,80,24.2,FALSE,,,100,11,,,,,,,,,,,,,,
BYD,44,2023,44.9,16.9,3,7.4,44.9,0,44.9,50,44.9,80,26.94,100,7.4,FALSE,,,,,,,,,,,,,,,,,,
BYD,44,2023,44.9,17.3,3,7.4,44.9,0,44.9,50,44.9,80,26.94,100,7.4,FALSE,,,,,,,,,,,,,,,,,,
BYD,60,2023,60.5,17.3,3,11,60.5,0,60.5,30,60.5,60,42.35,80,24.2,FALSE,,,100,11,,,,,,,,,,,,,,
BYD,82,2023,82.5,17.2,3,11,82.5,0,82.5,40,82.5,70,66,90,33,FALSE,,,100,11,,,,,,,,,,,,,,
BYD,82,2023,82.5,18.5,3,11,82.5,0,82.5,40,82.5,70,66,90,33,FALSE,,,100,11,,,,,,,,,,,,,,
BYD,SEAL U 87 kWh Design,2024,87,20.5,3,11,87,0,87,30,87,60,60.9,80,34.8,FALSE,,,100,11,,,,,,,,,,,,,,
BYD,u 71.,2024,71.8,19.9,3,11,71.8,0,71.8,30,71.8,60,50.26,80,28.72,FALSE,,,100,11,,,,,,,,,,,,,,
BYD,flagship,2024,108.8,23.7,3,11,108.8,0,108.8,40,108.8,70,87.04,90,43.52,FALSE,,,100,11,,,,,,,,,,,,,,
Cadillac,Lyriq 600 E4,2024,102,22.2,3,11,190,0,190,50,190,80,114,100,57,FALSE,460,,,,,,,,,,,,,,,,,
Carver,S+,2020,7.1,7.1,1,2.3,150,0,150,20,150,40,120,60,90,TRUE,,,80,60,100,11,,,,,,,,,,,,
Chevrolet,Bolt,2017,58,12.9,2,7.2,55,0,55,56,38,68,24,85,16,FALSE,,,100,7,,,,,,,,,,,,,,
Chevrolet,Bolt,2020,66,12.9,3,7.2,55,0,55,56,38,68,24,85,16,FALSE,,,100,7,,,,,,,,,,,,,,
Chevrolet,Spark EV,2015,19,14,1,3.3,50,0,47.5,75,50,100,3.3,,,TRUE,,,,,,,,,,,,,,,,,,
Chevrolet,Spark EV,2013,21.3,16,1,3.3,50,0,47.5,75,50,100,3.3,,,TRUE,,,,,,,,,,,,,,,,,,
Citroën,ë-C4,2021,46.3,16,3,7.4,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,e-C4,2021,46.3,16,3,11,101,0,101,20,101,40,81,60,61,TRUE,290,,80,40,100,11,,,,,,,,,,,,
Citroën,e-C4,2024,46.3,16,3,11,100,0,100,50,100,80,60,100,30,FALSE,290,,,,,,,,,,,,,,,,,
Citroën,e-C3 Aircross,2024,44,17.6,3,11,100,0,100,50,100,80,50,100,20,FALSE,250,,,,,,,,,,,,,,,,,
Citroën,e-C4 X 54 kWh,2024,50.8,14.9,3,11,100,0,100,50,100,80,60,100,30,FALSE,340,,,,,,,,,,,,,,,,,
Citroën,e-C4 X,2024,46.3,15.7,3,11,100,0,100,50,100,80,60,100,30,FALSE,295,,,,,,,,,,,,,,,,,
Citroën,e-C4 54 kWh,2024,50.8,15.2,3,11,100,0,100,50,100,80,60,100,30,FALSE,335,,,,,,,,,,,,,,,,,
Citroën,C-Zero,2016,14.5,17.1,3,11,100,0,100,50,100,80,60,100,11,TRUE,85,17.1,,,,,,,,,,,,,,,,
Citroën,e-Berlingo M 50 kWh,2024,50,21.3,3,11,150,0,150,20,150,40,120,60,90,TRUE,235,21.3,80,60,100,11,,,,,,,,,,,,
Citroën,e-SpaceTourer M 75 kWh,2024,68,26.2,3,11,150,0,150,20,150,40,120,60,90,TRUE,260,26.2,80,60,100,11,,,,,,,,,,,,
Citroën,e-Jumpy Combi M 75 kWh,2020,68,25.7,3,11,100,0,100,50,100,80,60,100,30,FALSE,265,25.7,,,,,,,,,,,,,,,,
Citroën,e-Berlingo XL 50 kWh,2024,50,21.7,3,11,150,0,150,20,150,40,120,60,90,TRUE,230,21.7,80,60,100,11,,,,,,,,,,,,
Citroën,e-SpaceTourer M 50 kWh,2024,46.3,25.7,3,11,150,0,150,20,150,40,120,60,90,TRUE,180,25.7,80,60,100,11,,,,,,,,,,,,
Citroën,E-Berlingo Multispace,2017,20.5,20.5,3,11,40,0,40,50,40,80,24,100,12,FALSE,100,20.5,,,,,,,,,,,,,,,,
Citroën,e-Jumpy Combi XL 75 kWh,2020,68,26.2,3,11,100,0,100,50,100,80,60,100,30,FALSE,260,26.2,,,,,,,,,,,,,,,,
Citroën,e-SpaceTourer XL 75 kWh,2024,68,26.2,3,11,150,0,150,20,150,40,120,60,90,TRUE,260,26.2,80,60,100,11,,,,,,,,,,,,
Citroën,e-Jumpy Combi M 50 kWh,2020,46.3,25,3,11,150,0,150,20,150,40,120,60,90,TRUE,185,25,80,60,100,11,,,,,,,,,,,,
Citroën,e-SpaceTourer XL 50 kWh,2024,50,25,3,11,101,0,101,20,101,40,81,60,61,TRUE,180,25.7,80,40,100,11,,,,,,,,,,,,
Citroën,e-Jumpy Combi XL 50 kWh,2020,46.3,25.7,3,11,101,0,101,20,101,40,81,60,61,TRUE,180,25.7,80,40,100,11,,,,,,,,,,,,
Citroën,e-SpaceTourer XS 50 kWh,2020,46.3,25,3,11,101,0,101,20,101,40,81,60,61,TRUE,185,25,80,40,100,11,,,,,,,,,,,,
Citroën,e-Jumpy Combi XS 50 kWh,2020,46.3,25,3,11,101,0,101,20,101,40,81,60,61,TRUE,185,25,80,40,100,11,,,,,,,,,,,,
Citroën,C-Zero,2011,14.5,17.1,3,11,100,0,100,50,100,80,60,100,11,TRUE,,,,,,,,,,,,,,,,,,
Citroën,E-Berlingo,2017,20.5,20.5,3,20.5,20.5,0,20.5,70,20.5,80,14.35,100,20.5,FALSE,,,,,,,,,,,,,,,,,,
Citroën,xs,2020,46.3,25,3,11,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,xl,2020,46.3,25.7,3,11,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,m,2021,68,25.7,3,11,68,0,68,20,68,40,54,60,41,TRUE,,,80,27,100,11,,,,,,,,,,,,
Citroën,xl,2021,68,26.2,3,11,68,0,68,20,68,40,54,60,41,TRUE,,,80,27,100,11,,,,,,,,,,,,
Citroën,m,2021,46.3,22.6,3,11,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,xl,2021,46.3,22.6,3,11,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,combi xs,2020,46.3,25,3,11,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,combi m,2020,46.3,25,3,11,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,combi xl,2020,46.3,25.7,3,11,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
Citroën,combi m,2020,68,25.7,3,11,68,0,68,20,68,40,54,60,41,TRUE,,,80,27,100,11,,,,,,,,,,,,
Citroën,combi xl,2020,68,26.2,3,11,68,0,68,20,68,40,54,60,41,TRUE,,,80,27,100,11,,,,,,,,,,,,
Citroën,x,2022,46.3,16.2,3,7.4,46.3,0,46.3,50,46.3,80,27.78,100,7.4,FALSE,,,,,,,,,,,,,,,,,,
Citroën,54kwh,2023,50.8,15.4,3,11,50.8,0,50.8,50,50.8,80,30.48,100,11,FALSE,,,,,,,,,,,,,,,,,,
Citroën,x,2023,50.8,15.4,3,11,50.8,0,50.8,50,50.8,80,30.48,100,11,FALSE,,,,,,,,,,,,,,,,,,
Citroën,e-C3,2024,44,16.9,3,7.4,44,0,44,50,44,80,26.4,100,7.4,FALSE,,,,,,,,,,,,,,,,,,
CUPRA,Born,2021,45,16.4,3,7.2,100,0,95,75,100,100,7.2,,,TRUE,,,,,,,,,,,,,,,,,,
CUPRA,Born,2021,58,16.6,3,11,100,0,100,30,100,70,50,80,50,FALSE,,,100,25,,,,,,,,,,,,,,
CUPRA,Born,2022,58,16.8,3,11,100,0,100,30,100,70,50,80,50,FALSE,,,100,25,,,,,,,,,,,,,,
CUPRA,Born,2021,77,17.1,3,11,125,0,125,35,125,70,65,80,65,FALSE,,,100,25,,,,,,,,,,,,,,
CUPRA,Tavascan,2024,77,17.1,3,11,135,0,128.3,75,135,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
CUPRA,Tavascan,2024,77,17.9,3,11,175,0,166.3,75,175,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
CUPRA,Born 170 kW - 77 kWh,2024,77,16.7,3,11,175,0,175,50,175,80,105,100,52.5,FALSE,460,,,,,,,,,,,,,,,,,
CUPRA,Born VZ,2024,79,17,3,11,185,0,185,50,185,80,111,100,55.5,FALSE,465,,,,,,,,,,,,,,,,,
CUPRA,Born 170 kW - 59 kWh,2024,59,16.4,3,11,165,0,165,50,165,80,82.5,100,33,FALSE,360,,,,,,,,,,,,,,,,,
CUPRA,Born 170 kW - 58 kWh,2022,58,16.8,3,11,124,0,124,50,124,80,62,100,24.8,FALSE,345,16.8,,,,,,,,,,,,,,,,
CUPRA,Born 150 kW - 58 kWh,2021,58,16.6,3,11,124,0,124,50,124,80,62,100,24.8,FALSE,350,16.6,,,,,,,,,,,,,,,,
CUPRA,150kw-,2021,58,16.6,3,11,58,0,58,50,58,80,34.8,100,11,FALSE,,,,,,,,,,,,,,,,,,
CUPRA,170kw-,2022,58,16.8,3,11,58,0,58,50,58,80,34.8,100,11,FALSE,,,,,,,,,,,,,,,,,,
CUPRA,170kw-,2022,77,17.1,3,11,77,0,77,30,77,60,53.9,80,30.8,FALSE,,,100,11,,,,,,,,,,,,,,
CUPRA,endurance,2024,77,17.3,3,11,77,0,77,30,77,60,53.9,80,30.8,FALSE,,,100,11,,,,,,,,,,,,,,
CUPRA,Tavascan VZ,2024,77,18.1,3,11,77,0,77,30,77,60,53.9,80,30.8,FALSE,,,100,11,,,,,,,,,,,,,,
Dacia,Spring Electric,2021,26.8,15.8,1,6.6,34,0,23,20,34,40,32,42,28,FALSE,,,58,28,61,24,100,10,,,,,,,,,,
Dacia,Spring Electric 45,2024,25,15.2,3,11,34,0,34,50,34,80,20.4,100,10.2,FALSE,165,,,,,,,,,,,,,,,,,
Dacia,Spring Electric 65,2024,25,15.6,3,11,34,0,34,50,34,80,20.4,100,10.2,FALSE,160,,,,,,,,,,,,,,,,,
Dacia,Spring Electric 65 Extreme,2023,25,15.6,3,11,34,0,34,50,34,80,20.4,100,10.2,FALSE,160,15.6,,,,,,,,,,,,,,,,
Dacia,electric,2021,25,15.6,3,6.6,25,0,25,70,25,80,17.5,100,6.6,FALSE,,,,,,,,,,,,,,,,,,
Dacia,electric 45,2022,25,15.2,3,6.6,25,0,25,70,25,80,17.5,100,6.6,FALSE,,,,,,,,,,,,,,,,,,
Dacia,electric 65 extreme,2023,25,15.6,3,6.6,25,0,25,70,25,80,17.5,100,6.6,FALSE,,,,,,,,,,,,,,,,,,
Dongfeng,Box 42.3 kWh,2024,40,15.7,3,11,60,0,60,50,60,80,36,100,18,FALSE,255,,,,,,,,,,,,,,,,,
Dongfeng,Box 31.4 kWh,2025,29,15.3,3,11,57,0,57,20,57,40,46,60,34,TRUE,190,,80,23,100,11,,,,,,,,,,,,
DS,crossback e-tense,2020,46.3,81.1,3,3,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
DS,3 Crossback E-Tense,2020,46,18.4,3,11,100,0,100,30,97,32,78,58,78,FALSE,,,59,60,66,60,68,55,78,55,80,27,90,27,100,11,,
DS,3 Crossback E-Tense,2020,46,18.4,1,7.4,100,0,95,75,100,100,7.4,,,TRUE,,,,,,,,,,,,,,,,,,
DS,N°8 FWD Long Range,2024,97.2,17.5,3,11,200,0,200,50,200,80,100,100,40,FALSE,555,,,,,,,,,,,,,,,,,
DS,N°8 AWD Long Range,2024,97.2,18.2,3,11,200,0,200,50,200,80,100,100,40,FALSE,535,,,,,,,,,,,,,,,,,
DS,3 E-Tense,2022,50.8,16.9,3,85,100,0,100,50,100,80,60,100,30,FALSE,345,16.9,,,,,,,,,,,,,,,,
DS,3 Crossback E-Tense,2021,46.3,17.5,3,78,101,0,101,20,101,40,81,60,61,TRUE,305,17.5,80,40,100,11,,,,,,,,,,,,
DS,N°8 FWD,2024,74,17.4,3,11,160,0,160,50,160,80,80,100,32,FALSE,425,17.4,,,,,,,,,,,,,,,,
DS,crossback e-tense,2021,46.3,17.5,3,3,46.3,0,46.3,20,46.3,40,37,60,28,TRUE,,,80,19,100,11,,,,,,,,,,,,
DS,e-tense,2022,50.8,16.9,3,11,50.8,0,50.8,50,50.8,80,30.48,100,11,FALSE,,,,,,,,,,,,,,,,,,
e.GO Mobile,Life 20,2019,14.5,15.5,1,3.6,150,0,150,20,150,40,120,60,90,TRUE,,,80,60,100,11,,,,,,,,,,,,
e.GO Mobile,Life 40,2019,17.5,15.5,1,3.6,150,0,150,20,150,40,120,60,90,TRUE,,,80,60,100,11,,,,,,,,,,,,
e.GO Mobile,Life 60,2019,21,15.5,1,3.6,150,0,150,20,150,40,120,60,90,TRUE,,,80,60,100,11,,,,,,,,,,,,
e.GO Mobile,x,2022,27,18,3,11,27,0,27,70,27,80,18.9,100,11,FALSE,,,,,,,,,,,,,,,,,,
Elaris,BEO 86 kWh,2023,81,20.8,3,11,100,0,100,50,100,80,50,100,20,FALSE,390,20.8,,,,,,,,,,,,,,,,
Elaris,86kwh,2023,81,20.8,3,11,81,0,81,30,81,60,56.7,80,32.4,FALSE,,,100,11,,,,,,,,,,,,,,
Energica,Eva,2020,18.9,11.6,1,3,23,0,22,25,23,35,23,50,18,FALSE,,,60,17,75,15,85,15,100,3,,,,,,,,
Fiat,500e,2013,21.3,13.5,1,6.6,40,0,38,75,40,100,6.6,,,TRUE,,,,,,,,,,,,,,,,,,
Fiat,500e,2021,21.3,15.8,1,6.6,50,0,30,10,50,80,50,100,6.6,FALSE,,,,,,,,,,,,,,,,,,
Fiat,500e,2020,37.3,15.9,3,11,85,0,75,10,75,20,85,35,80,FALSE,,,40,60,55,60,60,52,85,45,90,12,100,11,,,,
Fiat,600e,2023,50.8,16.4,3,11,50.8,0,50.8,50,50.8,80,30.48,100,11,FALSE,,,,,,,,,,,,,,,,,,
Fiat,E-Ulysse L2 75 kWh,2022,68,25.7,3,11,100,0,100,50,100,80,60,100,30,FALSE,265,25.7,,,,,,,,,,,,,,,,
Fiat,E-Ulysse L2 50 kWh,2022,46.3,25,3,11,101,0,101,20,101,40,81,60,61,TRUE,185,25,80,40,100,11,,,,,,,,,,,,
Fiat,E-Ulysse L3 75 kWh,2022,68,26.2,3,11,100,0,100,50,100,80,60,100,30,FALSE,260,26.2,,,,,,,,,,,,,,,,
Fiat,E-Ulysse L3 50 kWh,2022,46.3,25.7,3,11,101,0,101,20,101,40,81,60,61,TRUE,180,25.7,80,40,100,11,,,,,,,,,,,,
Fiat,Grande Panda,2024,43.8,16.8,3,11,100,0,100,50,100,80,50,100,20,FALSE,260,16.8,,,,,,,,,,,,,,,,
Fiat,cabrio,2020,37.3,16.2,3,37.3,37.3,0,37.3,50,37.3,80,22.38,100,37.3,FALSE,,,,,,,,,,,,,,,,,,
Fiat,hatchback,2020,37.3,15.9,3,42,37.3,0,37.3,20,37.3,40,30,60,22,TRUE,,,80,15,100,11,,,,,,,,,,,,
Fiat,hatchback,2020,21.3,15.8,3,24,21.3,0,21.3,20,21.3,40,17,60,13,TRUE,,,80,9,100,11,,,,,,,,,,,,
Fiat,3+1,2020,37.3,15.9,3,37.3,37.3,0,37.3,50,37.3,80,22.38,100,37.3,FALSE,,,,,,,,,,,,,,,,,,
Fiat,l2,2022,46.3,25,3,7.4,46.3,0,46.3,50,46.3,80,27.78,100,7.4,FALSE,,,,,,,,,,,,,,,,,,
Fiat,l2,2022,68,25.7,3,7.4,68,0,68,30,68,60,47.6,80,27.2,FALSE,,,100,7.4,,,,,,,,,,,,,,
Fiat,l3,2022,46.3,25.7,3,7.4,46.3,0,46.3,50,46.3,80,27.78,100,7.4,FALSE,,,,,,,,,,,,,,,,,,
Fiat,l3,2022,68,26.2,3,7.4,68,0,68,30,68,60,47.6,80,27.2,FALSE,,,100,7.4,,,,,,,,,,,,,,
Fiat,3+1,2022,21.3,15.8,3,11,21.3,0,21.3,70,21.3,80,14.91,100,11,FALSE,,,,,,,,,,,,,,,,,,
Fiat,cabrio,2022,21.3,15.8,3,11,21.3,0,21.3,70,21.3,80,14.91,100,11,FALSE,,,,,,,,,,,,,,,,,,
Fisker,Ocean One,2023,106.5,20.1,3,11,250,0,250,50,250,80,125,100,50,FALSE,530,,,,,,,,,,,,,,,,,
Fisker,Ocean Ultra,2023,106.5,20.9,3,11,250,0,250,50,250,80,125,100,50,FALSE,510,20.9,,,,,,,,,,,,,,,,
Fisker,Ocean Sport,2023,71,20.3,3,11,200,0,200,50,200,80,100,100,40,FALSE,350,20.3,,,,,,,,,,,,,,,,
Fisker,Ocean Extreme,2023,106.5,21.7,3,11,250,0,250,50,250,80,125,100,50,FALSE,490,21.7,,,,,,,,,,,,,,,,
Fisker,sport,2023,71,20.3,3,11,71,0,71,30,71,60,49.7,80,28.4,FALSE,,,100,11,,,,,,,,,,,,,,
Fisker,ultra,2023,106.5,20.9,3,11,106.5,0,106.5,30,106.5,60,74.55,80,42.6,FALSE,,,100,11,,,,,,,,,,,,,,
Fisker,extreme,2023,106.5,21.7,3,11,106.5,0,106.5,30,106.5,60,74.55,80,42.6,FALSE,,,100,11,,,,,,,,,,,,,,
Fisker,one,2023,106.5,20.1,3,11,106.5,0,106.5,30,106.5,60,74.55,80,42.6,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,Focus electric,2017,33.5,16.4,1,6.6,50,0,47.5,75,50,100,6.6,,,TRUE,,,,,,,,,,,,,,,,,,
Ford,Focus electric,2013,23,16.4,1,6.6,150,0,150,20,150,40,120,60,90,TRUE,,,80,60,100,11,,,,,,,,,,,,
Ford,Mustang Mach e,2022,70,17.9,3,11,113,0,113,30,99,60,77,85,36,FALSE,,,100,13,,,,,,,,,,,,,,
Ford,Mustang Mach e,2022,88,18.1,3,11,148,0,148,35,147,60,118,80,73,FALSE,,,100,27,,,,,,,,,,,,,,
Ford,Mustang Mach e,2022,88,20,3,11,148,0,148,35,147,60,118,80,73,FALSE,,,100,27,,,,,,,,,,,,,,
Ford,Mustang Mach e,2022,70,16.5,3,11,113,0,113,30,99,60,77,85,36,FALSE,,,100,13,,,,,,,,,,,,,,
Ford,Mustang Mach e,2022,88,16.5,3,11,148,0,148,35,147,60,118,80,73,FALSE,,,100,27,,,,,,,,,,,,,,
Ford,Puma Gen-E,2024,43.6,15.9,3,11,100,0,100,50,100,80,60,100,30,FALSE,275,,,,,,,,,,,,,,,,,
Ford,Capri Extended Range RWD,2024,77,16.9,3,11,135,0,135,50,135,80,81,100,40.5,FALSE,455,,,,,,,,,,,,,,,,,
Ford,Mustang Mach-E ER RWD,2024,91,19,3,11,150,0,150,50,150,80,90,100,45,FALSE,480,,,,,,,,,,,,,,,,,
Ford,Capri Extended Range AWD,2024,79,17.4,3,11,185,0,185,50,185,80,111,100,55.5,FALSE,455,,,,,,,,,,,,,,,,,
Ford,Explorer Extended Range AWD,2024,79,18,3,11,185,0,185,50,185,80,111,100,55.5,FALSE,440,,,,,,,,,,,,,,,,,
Ford,Mustang Mach-E ER AWD,2024,91,20.7,3,115,150,0,150,50,150,80,90,100,45,FALSE,500,20.7,,,,,,,,,,,,,,,,
Ford,Capri Standard Range RWD,2024,52,16.3,3,11,145,0,145,50,145,80,72.5,100,29,FALSE,320,16.3,,,,,,,,,,,,,,,,
Ford,Explorer Extended Range RWD,2024,77,17.7,3,11,135,0,135,50,135,80,81,100,40.5,FALSE,435,17.6,,,,,,,,,,,,,,,,
Ford,Explorer Standard Range RWD,2024,52,17,3,11,145,0,145,50,145,80,72.5,100,29,FALSE,305,17,,,,,,,,,,,,,,,,
Ford,Mustang Mach-E SR RWD,2024,72.6,18.9,3,95,150,0,150,50,150,80,75,100,30,FALSE,435,18.9,,,,,,,,,,,,,,,,
Ford,Mustang Mach-E Rally,2024,91,22.2,3,11,150,0,150,50,150,80,90,100,45,FALSE,410,22.2,,,,,,,,,,,,,,,,
Ford,Mustang Mach-E SR AWD,2024,72.6,20.7,3,95,150,0,150,50,150,80,75,100,30,FALSE,395,20.7,,,,,,,,,,,,,,,,
Ford,Focus Electric,2013,19.6,18.6,3,11,150,0,150,20,150,40,120,60,90,TRUE,105,,80,60,100,11,,,,,,,,,,,,
Ford,mach-e sr rwd,2021,68,18.6,3,11,68,0,68,20,68,40,54,60,41,TRUE,,,80,27,100,11,,,,,,,,,,,,
Ford,mach-e er rwd,2021,88,18.9,3,11,88,0,88,20,88,40,70,60,53,TRUE,,,80,35,100,11,,,,,,,,,,,,
Ford,mach-e sr,2021,68,20.3,3,11,68,0,68,20,68,40,54,60,41,TRUE,,,80,27,100,11,,,,,,,,,,,,
Ford,mach-e er,2021,88,20.5,3,11,88,0,88,20,88,40,70,60,53,TRUE,,,80,35,100,11,,,,,,,,,,,,
Ford,mach-e,2021,88,21.5,3,11,88,0,88,20,88,40,70,60,53,TRUE,,,80,35,100,11,,,,,,,,,,,,
Ford,mach-e sr rwd,2022,70,18.7,3,11,70,0,70,30,70,60,49,80,28,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e er rwd,2022,91,19,3,11,91,0,91,30,91,60,63.7,80,36.4,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e sr,2022,70,20.3,3,11,70,0,70,30,70,60,49,80,28,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e er,2022,91,20.7,3,11,91,0,91,30,91,60,63.7,80,36.4,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e,2022,91,21.4,3,11,91,0,91,30,91,60,63.7,80,36.4,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e sr rwd,2023,72.6,19.1,3,11,72.6,0,72.6,30,72.6,60,50.82,80,29.04,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e er rwd,2023,91,19,3,11,91,0,91,30,91,60,63.7,80,36.4,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e sr,2023,72.6,20.7,3,11,72.6,0,72.6,30,72.6,60,50.82,80,29.04,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e er,2023,91,20.7,3,11,91,0,91,30,91,60,63.7,80,36.4,FALSE,,,100,11,,,,,,,,,,,,,,
Ford,mach-e,2023,91,21.4,3,11,91,0,91,30,91,60,63.7,80,36.4,FALSE,,,100,11,,,,,,,,,,,,,,
Genesis,G80,2023,82.5,18.8,3,11,230,0,218.5,75,230,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Genesis,GV60,2022,74,19,3,11,233,0,221.4,75,233,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Genesis,GV60,2022,74,19.5,3,11,233,0,221.4,75,233,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Genesis,GV60,2022,74,20.3,3,11,233,0,221.4,75,233,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Genesis,GV70,2023,74,21.1,3,11,233,0,221.4,75,233,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
Genesis,premium,2022,74,19,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Genesis,sport,2022,74,19.5,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Genesis,sport plus,2022,74,20.3,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
Genesis,electrified luxury,2022,82.5,18.8,3,11,82.5,0,82.5,40,82.5,70,66,90,33,FALSE,,,100,11,,,,,,,,,,,,,,
Genesis,electrified sport,2022,74,21.1,3,11,74,0,74,40,74,70,59.2,90,29.6,FALSE,,,100,11,,,,,,,,,,,,,,
GWM,ORA 03,2024,45.4,17.5,3,11,64,0,60.8,75,64,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
GWM,ORA 03,2024,59.3,17.4,3,11,69,0,65.55,75,69,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
GWM,ORA 03,2024,59.3,18.2,3,11,69,0,65.55,75,69,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
GWM,ORA 07,2024,83.5,19.4,3,11,88,0,83.6,75,88,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
GWM,ORA 07,2024,64.3,18.4,3,11,88,0,83.6,75,88,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
GWM,ORA 07,2024,64.3,18.4,3,11,88,0,83.6,75,88,100,11,,,TRUE,,,,,,,,,,,,,,,,,,
GWM,ORA 03 48 kWh,2024,45.4,17.5,3,11,45.4,0,45.4,50,45.4,80,27.24,100,11,FALSE,,,,,,,,,,,,,,,,,,
GWM,ORA 03 63 kWh,2024,59.3,17.4,3,11,59.3,0,59.3,50,59.3,80,35.58,100,11,FALSE,,,,,,,,,,,,,,,,,,
