brand_name,brand_id,id,brand,model,vehicle_type,variant,release_year,usable_battery_size,energy_consumption/average_consumption,ac_charger/ports/0,ac_charger/usable_phases,ac_charger/max_power,dc_charger/ports/0,dc_charger/max_power,dc_charger/charging_curve/0/percentage,dc_charger/charging_curve/0/power,dc_charger/charging_curve/1/percentage,dc_charger/charging_curve/1/power,dc_charger/charging_curve/2/percentage,dc_charger/charging_curve/2/power,dc_charger/charging_curve/3/percentage,dc_charger/charging_curve/3/power,dc_charger/is_default_charging_curve,charging_voltage,url,status,error,updated_at,isFixingEmptyName,_manually_fixed_fields/0,battery_size,range,consumption,dc_charger/charging_curve/4/percentage,dc_charger/charging_curve/4/power,dc_charger/charging_curve/5/percentage,dc_charger/charging_curve/5/power,_manually_fixed_fields/1,energy_consumption/range,ac_charger/ports/1,type,dc_charger/charging_curve/6/percentage,dc_charger/charging_curve/6/power,dc_charger/charging_curve/7/percentage,dc_charger/charging_curve/7/power,dc_charger/charging_curve/8/percentage,dc_charger/charging_curve/8/power,dc_charger/charging_curve/9/percentage,dc_charger/charging_curve/9/power,dc_charger/charging_curve/10/percentage,dc_charger/charging_curve/10/power,_model_hash,ac_charger/phases,nominal_battery_size,battery_type,dc_charger/ports/1,dc_charger/charging_curve/11/percentage,dc_charger/charging_curve/11/power,dc_charger/ports/2
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,a9344438-3cea-e564-5532-969591f070c8,CUPRA,Born,car,170 kW - 62 kWh,2022.0,58.0,16.8,type2,3.0,11.0,ccs,100.0,0.0,100.0,30.0,100.0,70.0,50.0,80.0,50.0,False,400.0,,,,,,,,,,100.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,93754920-4a86-c1e9-7f58-7b183afbdbef,CUPRA,Born,car,170 kW - 82 kWh,2021.0,77.0,17.1,type2,3.0,11.0,ccs,125.0,0.0,125.0,35.0,125.0,70.0,65.0,80.0,65.0,False,400.0,,,,,,,,,,100.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,9753959b-5843-001e-086f-a5ed640240f2,CUPRA,Tavascan,car,Endurance,2024.0,77.0,17.1,type2,3.0,11.0,ccs,135.0,0.0,128.3,75.0,135.0,100.0,11.0,,,True,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,4c02abfc-7c75-f5ee-ec01-ccc3da0b60c9,CUPRA,Tavascan,car,VZ,2024.0,77.0,17.9,type2,3.0,11.0,ccs,175.0,0.0,166.3,75.0,175.0,100.0,11.0,,,True,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,75137ed1-ea5b-4a6a-9ae0-268fc416df71,CUPRA,Born 170 kW - 77 kWh,car,,2024.0,77.0,16.7,type2,3.0,11.0,ccs,175.0,0.0,175.0,50.0,175.0,80.0,105.0,100.0,52.5,False,400.0,,,,,,,,460.0,,,,,,,460.0,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,e4de431d-4b24-482a-9a4e-f0401016a40d,CUPRA,Born VZ,car,,2024.0,79.0,17.0,type2,3.0,11.0,ccs,185.0,0.0,185.0,50.0,185.0,80.0,111.0,100.0,55.5,False,400.0,,,,,,,,465.0,,,,,,,465.0,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,036027d0-ba5f-4eca-b439-be8a5a570b89,CUPRA,Born 170 kW - 59 kWh,car,,2024.0,59.0,16.4,type2,3.0,11.0,ccs,165.0,0.0,165.0,50.0,165.0,80.0,82.5,100.0,33.0,False,400.0,,,,,,,,360.0,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,32df59fd-da33-4e1c-97d7-dc60c3f1753e,CUPRA,Born 170 kW - 58 kWh,car,,2022.0,58.0,16.8,type2,3.0,11.0,ccs,124.0,0.0,124.0,50.0,124.0,80.0,62.0,100.0,24.8,False,400.0,,,,,,,58.0,345.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,364cc674-b827-473f-b197-21809b8c4c07,CUPRA,Born 150 kW - 58 kWh,car,,2021.0,58.0,16.6,type2,3.0,11.0,ccs,124.0,0.0,124.0,50.0,124.0,80.0,62.0,100.0,24.8,False,400.0,,,,,,,58.0,350.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,d9b4f513-1d12-46f4-9dd0-bced19805297,CUPRA,150kw-,car,58kwh,2021.0,58.0,16.6,type2,3.0,11.0,ccs,58.0,0.0,58.0,50.0,58.0,80.0,34.8,100.0,11.0,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,70888582-3d23-43cd-95ac-23073ae27302,CUPRA,170kw-,car,58kwh,2022.0,58.0,16.8,type2,3.0,11.0,ccs,58.0,0.0,58.0,50.0,58.0,80.0,34.8,100.0,11.0,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,66b048ee-7143-4a3f-ba88-1b1be1dc488d,CUPRA,170kw-,car,77kwh,2022.0,77.0,17.1,type2,3.0,11.0,ccs,77.0,0.0,77.0,30.0,77.0,60.0,53.9,80.0,30.8,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,b06fed90-c43e-4a4d-b30e-329190a1c01b,CUPRA,endurance,car,,2024.0,77.0,17.3,type2,3.0,11.0,ccs,77.0,0.0,77.0,30.0,77.0,60.0,53.9,80.0,30.8,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,-z6o24c,,,,,,,
CUPRA,df115651-4cef-01f0-14ef-fdeef60f674c,b3dc025c-86e3-4dc2-b92f-134d9b79b26a,CUPRA,Tavascan VZ,car,,2024.0,77.0,18.1,type2,3.0,11.0,ccs,77.0,0.0,77.0,30.0,77.0,60.0,53.9,80.0,30.8,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,46z1vg,,,,,,,
Dacia,3db0ef48-3566-5fab-00a9-3107c4019b68,db0f0c27-ec80-7479-a5ff-ca8fef1adb1b,Dacia,Spring Electric,car,,2021.0,26.8,15.8,type2,1.0,6.6,ccs,34.0,0.0,23.0,20.0,34.0,40.0,32.0,42.0,28.0,False,400.0,,,,,,,,,,58.0,28.0,61.0,24.0,,,,,100.0,10.0,,,,,,,,,,,,,,,,
Dacia,3db0ef48-3566-5fab-00a9-3107c4019b68,005874fa-8049-4ee7-925c-d46134d024d4,Dacia,Spring Electric 45,car,,2024.0,25.0,15.2,type2,3.0,11.0,ccs,34.0,0.0,34.0,50.0,34.0,80.0,20.4,100.0,10.2,False,400.0,,,,,,,,165.0,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,
Dacia,3db0ef48-3566-5fab-00a9-3107c4019b68,f5735245-a0a5-427e-97cf-ae091ae0c870,Dacia,Spring Electric 65,car,,2024.0,25.0,15.6,type2,3.0,11.0,ccs,34.0,0.0,34.0,50.0,34.0,80.0,20.4,100.0,10.2,False,400.0,,,,,,,,160.0,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,
Dacia,3db0ef48-3566-5fab-00a9-3107c4019b68,5d75ebdb-c8e6-454e-80d3-ffc6fcf40f78,Dacia,Spring Electric 65 Extreme,car,,2023.0,25.0,15.6,type2,3.0,11.0,ccs,34.0,0.0,34.0,50.0,34.0,80.0,20.4,100.0,10.2,False,400.0,,,,,,,25.0,160.0,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Dacia,3db0ef48-3566-5fab-00a9-3107c4019b68,e341009f-9b2f-4532-98d1-d9bf7d1ff713,Dacia,electric,car,,2021.0,25.0,15.6,type2,3.0,6.6,ccs,25.0,0.0,25.0,70.0,25.0,80.0,17.5,100.0,6.6,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms60iv,,,,,,,
Dacia,3db0ef48-3566-5fab-00a9-3107c4019b68,d9cae4fe-0a67-4d21-abee-b5837ef733d8,Dacia,electric 45,car,,2022.0,25.0,15.2,type2,3.0,6.6,ccs,25.0,0.0,25.0,70.0,25.0,80.0,17.5,100.0,6.6,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b8mvv,,,,,,,
Dacia,3db0ef48-3566-5fab-00a9-3107c4019b68,344f3ae2-b3b1-4083-bacb-97efafe2ba84,Dacia,electric 65 extreme,car,,2023.0,25.0,15.6,type2,3.0,6.6,ccs,25.0,0.0,25.0,70.0,25.0,80.0,17.5,100.0,6.6,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9v4x4g,,,,,,,
Dongfeng,c6b5a4f3-e2d1-4c0f-8b7c-6d5e4f3a2b1a,89ef2a99-63db-4436-89ec-f58cd33fa639,Dongfeng,Box 42.3 kWh,car,,2024.0,40.0,15.7,type2,3.0,11.0,ccs,60.0,0.0,60.0,50.0,60.0,80.0,36.0,100.0,18.0,False,400.0,,,,,,,,255.0,,,,,,,255.0,,,,,,,,,,,,,,,,,,,,
Dongfeng,c6b5a4f3-e2d1-4c0f-8b7c-6d5e4f3a2b1a,7e216838-52f3-46eb-9017-6f8e5b0e1e6c,Dongfeng,Box 31.4 kWh,car,,2025.0,29.0,15.3,type2,3.0,11.0,ccs,57.0,0.0,57.0,20.0,57.0,40.0,46.0,60.0,34.0,True,400.0,,,,,,charging_curve,,190.0,,80.0,23.0,100.0,11.0,,190.0,,,,,,,,,,,,,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,a88f1ef2-5604-4401-8412-bc41c8b016eb,DS,crossback e-tense,car,,2020.0,46.3,81.1,type2,3.0,3.0,ccs,46.3,0.0,46.3,20.0,46.3,40.0,37.0,60.0,28.0,True,400.0,,,,,,energy_consumption,,,,80.0,19.0,100.0,11.0,charging_curve,,,,,,,,,,,,,,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,430ca2cd-bd4b-482a-8776-85a8c7d3435c,DS,3 Crossback E-Tense,car,11 kW-AC,2020.0,46.0,18.4,type2,3.0,11.0,ccs,100.0,0.0,100.0,30.0,97.0,32.0,78.0,58.0,78.0,False,400.0,,,,,,,,,,59.0,60.0,66.0,60.0,,,,,68.0,55.0,78.0,55.0,80.0,27.0,90.0,27.0,100.0,11.0,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,3b5bb8d1-0f34-4c05-861c-45d19a8883b9,DS,3 Crossback E-Tense,car,"7,2 kW-AC",2020.0,46.0,18.4,type2,1.0,7.4,ccs,100.0,0.0,95.0,75.0,100.0,100.0,7.4,,,True,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,c4b087b3-3e2c-4723-ab25-cc9d5fe8a159,DS,N°8 FWD Long Range,car,,2024.0,97.2,17.5,type2,3.0,11.0,ccs,200.0,0.0,200.0,50.0,200.0,80.0,100.0,100.0,40.0,False,400.0,,,,,,,,555.0,,,,,,,555.0,,,,,,,,,,,,,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,76a9bb0f-4256-46d5-8795-5614a2733735,DS,N°8 AWD Long Range,car,,2024.0,97.2,18.2,type2,3.0,11.0,ccs,200.0,0.0,200.0,50.0,200.0,80.0,100.0,100.0,40.0,False,400.0,,,,,,,,535.0,,,,,,,535.0,,,,,,,,,,,,,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,6e7d9d39-c9cf-4fa0-8aa8-316641daf63d,DS,3 E-Tense,car,,2022.0,50.8,16.9,type2,3.0,85.0,ccs,100.0,0.0,100.0,50.0,100.0,80.0,60.0,100.0,30.0,False,400.0,,,,,,,50.8,345.0,16.9,,,,,,,,,,,,,,,,,,,,,54.0,Lithium-ion,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,cf1010ad-5985-4d73-8d7f-47a4b922c49c,DS,3 Crossback E-Tense,car,,2021.0,46.3,17.5,type2,3.0,78.0,ccs,101.0,0.0,101.0,20.0,101.0,40.0,81.0,60.0,61.0,True,400.0,,,,,,charging_curve,46.3,305.0,17.5,80.0,40.0,100.0,11.0,,,,,,,,,,,,,,,,,50.0,Lithium-ion,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,b8f734dd-f727-4217-9475-652fb12f37ed,DS,N°8 FWD,car,,2024.0,74.0,17.4,type2,3.0,11.0,ccs,160.0,0.0,160.0,50.0,160.0,80.0,80.0,100.0,32.0,False,400.0,,,,,,,74.0,425.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,839504c0-0f02-4e5f-b2ec-c5fbaf5808f8,DS,crossback e-tense,car,,2021.0,46.3,17.5,type2,3.0,3.0,ccs,46.3,0.0,46.3,20.0,46.3,40.0,37.0,60.0,28.0,True,400.0,,,,,,charging_curve,,,,80.0,19.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
DS,37bfdacf-1aca-4eb7-8daa-8dc5b14c59e9,5140fed6-190c-4bd0-89d6-c64136a2e395,DS,e-tense,car,,2022.0,50.8,16.9,type2,3.0,11.0,ccs,50.8,0.0,50.8,50.0,50.8,80.0,30.48,100.0,11.0,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,iw7nwp,,,,,,,
e.GO Mobile,771bb157-23a2-4917-908c-810d241718d5,975b064b-626e-4318-b60c-3ce0729743fd,e.GO Mobile,Life 20,microcar,,2019.0,14.5,15.5,type2,1.0,3.6,ccs,150.0,0.0,150.0,20.0,150.0,40.0,120.0,60.0,90.0,True,400.0,,,,,,,,,,80.0,60.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
e.GO Mobile,771bb157-23a2-4917-908c-810d241718d5,4f408d10-82c3-4850-ae2b-141f21d745b3,e.GO Mobile,Life 40,microcar,,2019.0,17.5,15.5,type2,1.0,3.6,ccs,150.0,0.0,150.0,20.0,150.0,40.0,120.0,60.0,90.0,True,400.0,,,,,,,,,,80.0,60.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
e.GO Mobile,771bb157-23a2-4917-908c-810d241718d5,98aacbc9-5a97-4fe4-abcf-4f7bb2910a9f,e.GO Mobile,Life 60,microcar,,2019.0,21.0,15.5,type2,1.0,3.6,ccs,150.0,0.0,150.0,20.0,150.0,40.0,120.0,60.0,90.0,True,400.0,,,,,,,,,,80.0,60.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
e.GO Mobile,771bb157-23a2-4917-908c-810d241718d5,ca7bb6f1-a46a-4477-a532-c0fa4cbd5bd3,e.GO Mobile,x,car,,2022.0,27.0,18.0,type2,3.0,11.0,ccs,27.0,0.0,27.0,70.0,27.0,80.0,18.9,100.0,11.0,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-dnxeiy,,,,,,,
Elaris,b5a4f3e2-d1c0-4bfa-7c6d-5e4f3a2b1a09,e81cda37-cbd7-443f-9c1b-a22764953a04,Elaris,BEO 86 kWh,car,,2023.0,81.0,20.8,type2,3.0,11.0,ccs,100.0,0.0,100.0,50.0,100.0,80.0,50.0,100.0,20.0,False,400.0,,,,,,,81.0,390.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Elaris,b5a4f3e2-d1c0-4bfa-7c6d-5e4f3a2b1a09,b6fa0b81-60ee-4b14-aa94-dffbd6d81687,Elaris,86kwh,car,,2023.0,81.0,20.8,type2,3.0,11.0,ccs,81.0,0.0,81.0,30.0,81.0,60.0,56.7,80.0,32.4,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,-l379fy,,,,,,,
Energica,ef55e52a-51bd-740c-876d-92cbc6a6cac1,52528a60-360d-0fd8-05ec-826572b4d327,Energica,Eva,motorbike,Ribelle,2020.0,18.9,11.6,type1,1.0,3.0,ccs,23.0,0.0,22.0,25.0,23.0,35.0,23.0,50.0,18.0,False,400.0,,,,,,,,,,60.0,17.0,75.0,15.0,,,,,85.0,15.0,100.0,3.0,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,53f0d524-01bf-dace-0553-897eef13cb0c,Fiat,500e,car,,2013.0,21.3,13.5,type1,1.0,6.6,ccs,40.0,0.0,38.0,75.0,40.0,100.0,6.6,,,True,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,2f2b159b-9b03-450f-9818-c139323d1735,Fiat,500e,car,Berlina 25 kWh,2021.0,21.3,15.8,type1,1.0,6.6,ccs,50.0,0.0,30.0,10.0,50.0,80.0,50.0,100.0,6.6,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,22f521ce-42ca-40d7-bfdb-5d33b1bd9cbe,Fiat,500e,car,Berlina 42 kWh,2020.0,37.3,15.9,type2,3.0,11.0,ccs,85.0,0.0,75.0,10.0,75.0,20.0,85.0,35.0,80.0,False,400.0,,,,,,,,,,40.0,60.0,55.0,60.0,,,,,60.0,52.0,85.0,45.0,90.0,12.0,100.0,11.0,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,55dcbaf7-e28f-254c-9b39-409b5fdd8947,Fiat,600e,car,,2023.0,50.8,16.4,type2,3.0,11.0,ccs,50.8,0.0,50.8,50.0,50.8,80.0,30.48,100.0,11.0,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-qisrxv,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,1c804ccf-72fb-49c7-9a0e-ca0c7a663bef,Fiat,E-Ulysse L2 75 kWh,car,,2022.0,68.0,25.7,type2,3.0,11.0,ccs,100.0,0.0,100.0,50.0,100.0,80.0,60.0,100.0,30.0,False,400.0,,,,,,,68.0,265.0,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,4b22bd00-15c6-448b-9ebb-4b5a6da57b07,Fiat,E-Ulysse L2 50 kWh,car,,2022.0,46.3,25.0,type2,3.0,11.0,ccs,101.0,0.0,101.0,20.0,101.0,40.0,81.0,60.0,61.0,True,400.0,,,,,,charging_curve,46.3,185.0,25.0,80.0,40.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,999bf31d-a129-4081-8496-507214f4f3f4,Fiat,E-Ulysse L3 75 kWh,car,,2022.0,68.0,26.2,type2,3.0,11.0,ccs,100.0,0.0,100.0,50.0,100.0,80.0,60.0,100.0,30.0,False,400.0,,,,,,,68.0,260.0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,4f788c25-1cf9-4772-bf6c-dcec5a49df42,Fiat,E-Ulysse L3 50 kWh,car,,2022.0,46.3,25.7,type2,3.0,11.0,ccs,101.0,0.0,101.0,20.0,101.0,40.0,81.0,60.0,61.0,True,400.0,,,,,,charging_curve,46.3,180.0,25.7,80.0,40.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,76e810fd-df36-43f9-aa0b-152cbb3e8f16,Fiat,Grande Panda,car,,2024.0,43.8,16.8,type2,3.0,11.0,ccs,100.0,0.0,100.0,50.0,100.0,80.0,50.0,100.0,20.0,False,400.0,,,,,,,43.8,260.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,b54c6c6c-9033-42fc-b85b-540e0604abf9,Fiat,cabrio,car,42kwh,2020.0,37.3,16.2,type2,3.0,37.3,ccs,37.3,0.0,37.3,50.0,37.3,80.0,22.38,100.0,37.3,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,d96cebaf-2c0f-4764-95d4-2e2e1de8e7ee,Fiat,hatchback,car,42kwh,2020.0,37.3,15.9,type2,3.0,42.0,ccs,37.3,0.0,37.3,20.0,37.3,40.0,30.0,60.0,22.0,True,400.0,,,,,,charging_curve,,,,80.0,15.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,d5f83217-02c7-44e0-bb51-fc97f0c27733,Fiat,hatchback,car,24kwh,2020.0,21.3,15.8,type2,3.0,24.0,ccs,21.3,0.0,21.3,20.0,21.3,40.0,17.0,60.0,13.0,True,400.0,,,,,,charging_curve,,,,80.0,9.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,538be4cc-b539-4c13-bf61-fdeae5aa8333,Fiat,3+1,car,42kwh,2020.0,37.3,15.9,type2,3.0,37.3,ccs,37.3,0.0,37.3,50.0,37.3,80.0,22.38,100.0,37.3,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,1e75cfef-c9b1-4f2d-99b3-5b90197d6256,Fiat,l2,car,50kwh,2022.0,46.3,25.0,type2,3.0,7.4,ccs,46.3,0.0,46.3,50.0,46.3,80.0,27.78,100.0,7.4,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5re2km,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,7cf48c24-c5a4-4e64-8f1b-9c31e850871b,Fiat,l2,car,75kwh,2022.0,68.0,25.7,type2,3.0,7.4,ccs,68.0,0.0,68.0,30.0,68.0,60.0,47.6,80.0,27.2,False,400.0,,,,,,,,,,100.0,7.4,,,,,,,,,,,,,,,,,xmsfma,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,902ea7a7-f6a7-4024-a1e7-cbbdb1966758,Fiat,l3,car,50kwh,2022.0,46.3,25.7,type2,3.0,7.4,ccs,46.3,0.0,46.3,50.0,46.3,80.0,27.78,100.0,7.4,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmc1vf,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,c288793a-6756-4e51-8fff-183bfd176184,Fiat,l3,car,75kwh,2022.0,68.0,26.2,type2,3.0,7.4,ccs,68.0,0.0,68.0,30.0,68.0,60.0,47.6,80.0,27.2,False,400.0,,,,,,,,,,100.0,7.4,,,,,,,,,,,,,,,,,-cgrjxp,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,344cffa8-3a86-4608-b488-d5981545a607,Fiat,3+1,car,24kwh,2022.0,21.3,15.8,type2,3.0,11.0,ccs,21.3,0.0,21.3,70.0,21.3,80.0,14.91,100.0,11.0,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-wdx809,,,,,,,
Fiat,3291e5ba-862c-49fa-8437-71105743875e,539b31b3-c39e-4d10-babd-81205448b437,Fiat,cabrio,car,24kwh,2022.0,21.3,15.8,type2,3.0,11.0,ccs,21.3,0.0,21.3,70.0,21.3,80.0,14.91,100.0,11.0,False,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0eypq,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,ecb8c4fd-dc57-4b57-ba71-a1bb57e69b0a,Fisker,Ocean One,car,,2023.0,106.5,20.1,type2,3.0,11.0,ccs,250.0,0.0,250.0,50.0,250.0,80.0,125.0,100.0,50.0,False,400.0,,,,,,,,530.0,,,,,,,530.0,,,,,,,,,,,,,,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,817bc60e-ae15-4eae-9fe4-f92df5eb4df1,Fisker,Ocean Ultra,car,,2023.0,106.5,20.9,type2,3.0,11.0,ccs,250.0,0.0,250.0,50.0,250.0,80.0,125.0,100.0,50.0,False,400.0,,,,,,,106.5,510.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,9102f0d4-b395-4251-9795-7fae8b7b9e25,Fisker,Ocean Sport,car,,2023.0,71.0,20.3,type2,3.0,11.0,ccs,200.0,0.0,200.0,50.0,200.0,80.0,100.0,100.0,40.0,False,400.0,,,,,,,71.0,350.0,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,ecea7a00-75af-4fc6-8df2-4457fc3581cd,Fisker,Ocean Extreme,car,,2023.0,106.5,21.7,type2,3.0,11.0,ccs,250.0,0.0,250.0,50.0,250.0,80.0,125.0,100.0,50.0,False,400.0,,,,,,,106.5,490.0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,9daec225-510f-4aa6-a408-7d07eae2b91a,Fisker,sport,car,,2023.0,71.0,20.3,type2,3.0,11.0,ccs,71.0,0.0,71.0,30.0,71.0,60.0,49.7,80.0,28.4,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,-il3p7t,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,65b5e08f-a334-480f-8450-707b5e5a60c5,Fisker,ultra,car,,2023.0,106.5,20.9,type2,3.0,11.0,ccs,106.5,0.0,106.5,30.0,106.5,60.0,74.55,80.0,42.6,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,-41whbb,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,f3adc497-465f-468b-934a-18d9e3dcbdd2,Fisker,extreme,car,,2023.0,106.5,21.7,type2,3.0,11.0,ccs,106.5,0.0,106.5,30.0,106.5,60.0,74.55,80.0,42.6,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,-apqpwn,,,,,,,
Fisker,a4f3e2d1-c0bf-4ae9-6d5e-4f3a2b1a09f8,3a69c89e-0309-48ad-aadc-1d5b68505760,Fisker,one,car,,2023.0,106.5,20.1,type2,3.0,11.0,ccs,106.5,0.0,106.5,30.0,106.5,60.0,74.55,80.0,42.6,False,400.0,,,,,,,,,,100.0,11.0,,,,,,,,,,,,,,,,,-bj8jxp,,,,,,,
Ford,6cf9e9b6-28aa-44c7-b6c3-438d518ac12f,c0a26929-1157-4fb4-a999-4f172df9cad7,Ford,Focus electric,car,,2017.0,33.5,16.4,type2,1.0,6.6,ccs,50.0,0.0,47.5,75.0,50.0,100.0,6.6,,,True,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,6cf9e9b6-28aa-44c7-b6c3-438d518ac12f,6cd5ba89-6523-4bca-9423-ea92227a8b8d,Ford,Focus electric,car,,2013.0,23.0,16.4,type2,1.0,6.6,ccs,150.0,0.0,150.0,20.0,150.0,40.0,120.0,60.0,90.0,True,400.0,,,,,,,,,,80.0,60.0,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,
